filename,page number,page text
Borstreconstructie door weefseloprekking (tissue expander),page_0,"Title: Borstreconstructie door weefseloprekking
(met tissue expander) In deze folder geven wij u informatie over de borstreconstructie met behulp van een tissue expander. Eerst volgt algemene informatie en vervolgens hebben we de leefregels voor na de operatie op een rij gezet. Dit hebben we gedaan in samenwerking met de afdeling fysiotherapie van ons ziekenhuis. In overleg met de behandelend specialist is er besloten tot een verwijdering (ablatio)van de borstklier of dit is in het verleden al uitgevoerd. Na deze operatie is er geen borstcontour meer aanwezig. Als de borstreconstructie direct aansluitend op de ablatio wordt uitgevoerd kan er huid sparend worden gewerkt. Bij een ablatio in het verleden is er minder huid en zal de huid van de borst strakker aanvoelen na de reconstructie. In beide gevallen wordt er een tissue expander (ballon voor oprekken weefsel) geplaatst. Hiermee wordt de huid langzaam zover opgerekt als nodig is voor een passend volume voor het reconstrueren van een borst. Het plaatsen van een tissue expander kan pijnlijk zijn. Er worden steunhechtingen geplaatst om de onderplooi van de borst opnieuw mooi aan te leggen. Deze steunhechtingen zitten aan zenuwrijk botvlies vast. Wij bieden u goede pijnmedicatie aan, waarbij de dosering in overleg met u zo nodig aangepast kan worden.

Title: Voor de operatie
Roken verhoogt de kans op complicaties. Wij verwachten van u dat u vier weken voor en vier weken na de operatie niet rookt. Nicotine vernauwt de bloedvaten waardoor de wondgenezing kan worden vertraagd. Om die reden zijn nicotinepleisters en e-sigaretten met nicotine geen alternatief. De eerste zes weken na de operatie moet u dag en nacht een stevige sportbeha (beha zonder beugels dragen. Neem de beha mee als u opgenomen wordt. De gevolgen van een wondinfectie bij een prothese zijn moeilijk te behandelen. Als voorbereiding op de operatie moet u Hibiscrub zeep en Bactroban neuszalf gebruiken. Door het gebruik van neuszalf en de desinfecterende zeep wordt de kans op infecties verkleind. In de bijgevoegde folder leest u hoe u de Hibiscrub zeep en Bactroban neuszalf gebruikt."
Bipolaire enucleatie van de prostaat,page_1,"Title: Operatie
Door een voor deze ingreep getrainde uroloog wordt via de plasbuis, uw prostaatklier van de kapsel losgemaakt. Vervolgens wordt de klier verkleind om de stukjes uit te kunnen spoelen. Vergelijk het met een mandarijn pellen zonder de schil rondom kapot te maken. Als de vrucht los is van de schil, kunnen de partjes worden uitgespoeld. Hierdoor ontstaat meer ruimte voor de plasbuis in de prostaat waardoor het plassen na de operatie gemakkelijker zal gaan. Deze operatie is vergelijkbaar met de open subcapsularie prostatectomie, een Hryntschak of een Millin operatie (operaties die met een snee in de onderbuik worden uitgevoerd) maar is veel minder gecompliceerd. En de tijd die u in het ziekenhuis moet blijven is doorgaans veel korter. Ook hele grote prostaten kunnen, anders dan met een conventionele TURP, op deze manier behandeld worden. Meestal kunt u één of twee dagen na de operatie weer naar huis.

Title: Na de operatie
Na de operatie verblijft u tijdelijk op de uitslaapkamer. Zodra de anesthesist akkoord geeft, haalt de afdelingsverpleegkundige u op. U heeft een infuus waarmee vocht en eventueel medicatie kan worden toegediend en een blaaskatheter met eventueel een spoelsysteem. De urine kan soms bloederig zijn omdat de prostaat zeer veel kleine bloedvaatjes heeft die na de operatie weer gemakkelijk kunnen gaan bloeden. Hoe lang de urine bloederig blijft verschilt per persoon. Dit is ook afhankelijk van hoeveel u drinkt. De katheter is een slangetje dat normaal niet in het lichaam hoort. De blaas kan proberen het slangetje ‘uit te plassen’, waardoor u zogenaamde blaaskrampen kunt ervaren. U krijgt dan het gevoel dat u erg nodig naar het toilet moet. Ook kunt u pijn ervaren die uitstraalt naar het topje van de penis. Deze krampen kunnen met medicatie worden bestreden, laat uw verpleegkundige dus weten wanneer u hier last van heeft. Indien uw situatie het toestaat, mag u de dag van de operatie alweer uit bed.

Title: De volgende dag
Wij verwijderen de katheter. Het is van belang dat u elke keer de urine opvangt in een urinaal. De verpleegkundige meet de geplaste hoeveelheid en controleert met een echo apparaat of u uw blaas voldoende geledigd hebt. Het infuus wordt verwijderd. Als de urine op de eerste dag na operatie nog te bloederig is, kunnen we het verwijderen van de katheter een dag uitstellen.

Title: Ontslag
Als uw verpleegkundige heeft vastgesteld dat u uw blaas goed leeg plast, mag u naar huis. Meestal is dit één of twee dagen na de operatie. U krijgt een controle afspraak thuisgestuurd bij uw behandelend uroloog. Als u voor de operatie moest stoppen met bloedverdunnende medicijnen, kunt u die na de operatie weer hervatten. Dit gebeurd in overleg met de uroloog.

Title: Controleafspraak polikliniek
Het is van belang dat u met volle blaas op de controleafspraak komt. Tijdens de controle kijken we hoe de straal veranderd is door de operatie en of u de blaas goed leeg plast. Ook krijgt u een IPSS vragenlijst mee om te registreren hoe het plassen gaat."
"Anale huidzwellingen, het verwijderen van (excisie anale skintags)",page_0,"Title: Het verwijderen van anale huidzwellingen
(excisie anale skintags) Uw medisch specialist heeft u verwezen voor het verwijderen van anale huidzwellingen. In deze folder leest u over de aandoening en de behandeling.

Title: Wat zijn anale huidzwellingen
Anale huidzwellingen/flapjes zijn zacht aanvoelende huidzwellingen rond de anus. Het zijn uitgerekte huidplooien die vaak ontstaan nadat u aambeien heeft gehad (ook wel mariske of skintag genoemd). Ze worden soms verward met aambeien, omdat ze gelijktijdig kunnen voorkomen. Ze zijn volkomen onschuldig, bloeden niet en doen geen pijn. Wel is het door de onregelmatigheid van de plooien wat moeilijker om de anus goed schoon te houden. Wanneer er restjes ontlasting achterblijven tussen de plooien kan dat irritatie of jeuk veroorzaken. Dat kan een reden zijn om de skintags weg te halen. Omdat skintags vaak het gevolg zijn van aambeien, kunt u proberen het ontstaan van aambeien te voorkomen. Een goede stoelgang is daarbij belangrijk: vezelrijk eten en voldoende water drinken (minimaal twee liter per dag). Ook beweging is goed voor de stoelgang. Verder is een goede hygiëne belangrijk om jeuk en uitslag te voorkomen. Wanneer toiletpapier niet voldoende is om alles goed schoon te krijgen, is een nat washandje of regelmatig sproeien met de douchekop aan te raden. Vochtig toiletpapier wordt ontraden (vanwege de conserveringsmiddelen, deze kunnen jeukklachten veroorzaken). Aangezien aambeien de onderliggende oorzaak zijn, dient eerst te worden onderzocht in hoeverre hiervoor behandeling noodzakelijk is: zie folder aambeien. Soms kan een behandeling van de aambeien met rubberbandligaties (RBL) al voldoende resultaat geven, zodat aanvullende verwijdering niet nodig is. Indien skintags na RBL-behandeling nog steeds klachten geven kan een excisie worden voorgesteld. Hierbij worden de skintags operatief verwijderd, bij voorkeur onder narcose.

Title: Voorbereiding op de operatie
Voorafgaand aan de operatie hoeft u thuis geen dieet te volgen of andere voorbereidingen te treffen. U wordt op de dag van de operatie opgenomen. Het is belangrijk dat u op de dag van de operatie nuchter bent. Wat dit voor u betekent leest u in de folder die u krijgt van de polikliniek preoperatieve screening en anesthesie .

Title: Medicijnen
Als u bloedverdunners gebruikt, is er iets meer kans op een bloeding. Bij voorkeur worden deze medicijnen voorafgaand aan de operatie tijdelijk gestopt. Bepreek met uw medisch specialist of verpleegkundig specialist wat voor uw situatie van toepassing is. Wanneer u een hartklepvervanging hebt ondergaan (een 'kunstklep') is het noodzakelijk dat u dit ook aan uw behandelend medisch specialist of verpleegkundig specialist meldt. U moet in dit geval vooraf antibiotica moet innemen. Dit geldt soms ook voor andere hartziekten. Bij twijfel kunt u het beste vooraf contact opnemen met uw huisarts of cardioloog."
Abatacept onderhuidse injectie,page_1,"Title: Tandheelkundige ingrepen
Abatacept mag u meestal in de periode voor, tijdens en na een tandheelkundige ingreep blijven gebruiken. Bij bloedige ingrepen kan wel geadviseerd worden om antibiotica te gebruiken, om het risico op een infectie te verlagen. Het is daarom verstandig om uw reumatoloog tijdig te informeren dat u een ingreep moet ondergaan. Informeer tijdig degene die de ingreep uitvoert dat u wordt behandeld met abatacept.

Title: Geplande operaties
Abatacept wordt bij voorkeur niet gestart/gegeven gedurende de 2 maanden voordat een geplande operatie plaatsvindt. Met de injectie wordt gewacht totdat de wond goed genezen is en er geen tekenen van infectie zijn. Het is daarom verstandig om uw reumatoloog tijdig (bij voorkeur minimaal 3 maanden vooraf) te informeren dat u een operatie moet ondergaan. Informeer tijdig degene die de operatie uitvoert dat u wordt behandeld met abatacept.

Title: Reizen en vaccinaties (inentingen)
Griepvaccinatie,coronavaccinatie,pneumo kokkenvaccinatie Kunt u veilig laten toedienen tijdens de behandeling met reumaremmers aangezien het geen levend verzwakt vaccin bevat. Toediening hiervan wordt zelfs aanbevolen. Reisvaccinaties Heeft u een reis naar een (tropisch) land in de planning waarvoor reisvaccinaties nodig zijn (denk aan gebieden als Afrika en Zuid- Amerika) of gaat u naar een land zonder goede medische en hygiënische voorzieningen? In dat geval is het verstandig om uw reumatoloog of reumaverpleegkundige tijdig (zo mogelijk één jaar van te voren) hiervan op de hoogte te stellen. Het reizen naar landen waarvoor toediening van een ‘levend verzwakte vaccinatie’ vereist is of waar bepaalde besmettelijke ziekten zoals TBC (tuberculose) en gele koorts voorkomen, wordt afgeraden. Tijdens het gebruik van abatacept mag u geen ‘levend verzwakte vaccinaties’ toegediend krijgen. Voorbeelden hiervan zijn vaccinaties tegen gele koorts, pokken, poliovirus, BCG (tegen tuberculose) en BMR (tegen bof, mazelen en rode hond). Door reumaremmers kunnen vaccinaties minder effectief zijn. Uw reumatoloog, reumaverpleegkundige en/of degene die de vaccinaties zal toedienen kan u meer uitleg en adviezen hierover geven.

Title: Vruchtbaarheid, zwangerschap en borstvoeding
Neem tijdig contact op (minimaal drie maanden voordat u zwanger wilt worden) met uw reumatoloog of reumaverpleegkundige om te overleggen of abatacept invloed heeft op de vruchtbaarheid (dit geldt ook voor mannen), het ongeboren kind, de zwangerschap zelf en borstvoeding. Indien u tijdens het gebruik van abatacept onverwacht zwanger wordt neem dan contact op met uw reumatoloog of huisarts.

Title: Vragen
Heeft u na het lezen van deze informatie nog vragen, neem dan contact op met uw reumatoloog, reumaverpleegkundige of bezoek onze website. Telefoonnummer polikliniek reumatologie: 
- 088 708 34 03 Website afdeling reumatologie: 
- zgt.nl/reumatologie

Title: Disclaimer
Deze patiëntfolder is een verkorte versie van de officiële bijsluiter en vervangt deze niet.

Title: Check uw dossier op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt."
Bronchoscopie,page_0,"Title: Bronchoscopie
Bronchoscopie betekent kijken in de luchtwegen met behulp van een bronchoscoop. Dit is een flexibel slangetje met een sterke lichtbron en speciale lenzen. De bronchoscoop maakt het voor de longarts mogelijk om uw luchtwegen direct te bekijken. De longarts krijgt zo een goed beeld van de structuur van het slijmvlies, de aanwezigheid van ontstekingen en eventuele afwijkingen. Ook kan slijm of een stukje slijmvlies worden weggenomen voor verder onderzoek.

Title: De voorbereiding
Houd rekening met de volgende zaken: - Vanaf 24.00 uur de avond vóór het onderzoek mag u niet eten en drinken. - Draag comfortabele, niet knellende, kleding. - Bij opname krijgt u een infuusnaald ingebracht. Dit is vanwege het eventueel toedienen van medicatie (roesje). - Het is verstandig het vervoer naar huis van tevoren te regelen. In verband met eventuele medicatie mag u niet zelf rijden.

Title: Belangrijk!
Vertel uw behandelend medisch specialist van tevoren of u geneesmiddelen gebruikt, of u allergisch bent voor geneesmiddelen of verdoving. Indien u Sintrom of andere bloedverdunners gebruikt dient u dit in overleg met uw behandelend medisch specialist ………… dagen voor het onderzoek te stoppen. Heeft u diabetes en gebruikt u gewoonlijk insuline, dan mag u de ochtend van het onderzoek geen insuline spuiten. Neem de insulinepen wel mee naar het ziekenhuis. Overige medicijnen dient u met zo weinig mogelijk water in te nemen.

Title: Uw afspraak
U heeft een afspraak in:  Hengelo op …………………….. om …………. uur U meldt zich 30 minuten voor uw afspraak bij de centrale receptie van het ziekenhuis bij de hoofdingang. Een gastvrouw begeleidt u dan naar de poli 0.4/dagverpleging.  Almelo op ……………………….. om …………. uur. U meldt zich 30 minuten voor uw afspraak bij de receptie van het behandelcentrum (route 1.4). Is er sprake van een spoedgeval, dan bestaat de mogelijkheid dat uw onderzoek verschoven wordt naar een andere dag.

Title: Voor het onderzoek
U wordt voor het onderzoek opgenomen op de poli 0.4 in Hengelo of poli 1.4 in Almelo. Hier wordt u ontvangen door een verpleegkundige. De verpleegkundige bespreekt met u en uw (eventuele) begeleider het tijdstip waarop u naar huis mag. Vervolgens vindt de controle van uw zuurstof in het bloed, pols en bloeddruk plaats. Dit gebeurt voordat u naar de onderzoekskamer wordt gebracht.

Title: Het onderzoek
De medisch specialist en een verpleegkundige zijn tijdens het onderzoek bij u en zij leggen u precies uit wat er gaat gebeuren. Wanneer u een kunstgebit draagt, moet u deze uitdoen. Voordat het onderzoek plaatsvindt wordt u diep in de mond met een spray plaatselijk verdoofd en in de keel met een vloeistof. Hierna brengt de medisch specialist de bronchoscoop in via uw mond. Deze gaat langs de stembanden en komt uit in de luchtpijp en de grote luchtwegen. Tijdens het onderzoek is het mogelijk dat op pijnloze wijze een stukje weefsel wordt verwijderd en/of slijm wordt weggezogen. Uw luchtwegen worden niet afgesloten, zodat u rustig kunt doorademen. Indien nodig kan er extra zuurstof worden toegediend."
Acupunctuur  (Nocepta),page_0,"Title: Acupunctuur Algemeen
In overleg met u is een afspraak gemaakt voor acupunctuur. De pijnspecialist die deze behandeling uitvoert is gecertificeerd als arts-acupuncturist en lid van de Nederlandse Artsen Acupunctuur Vereniging (NAAV). In deze folder leest u wat acupunctuur inhoudt en hoe de behandeling verloopt.

Title: Acupunctuur
Acupunctuur bestaat al ruim 2500 jaar met een onderliggende filosofie. Volgens traditionele Chinese geneeskunde krijgt ieder mens bij de geboorte een hoeveelheid energie (Chi of Qi) mee, die door het hele lichaam stroomt via bepaalde meridianen. Ziekte, zoals bv. pijn, is volgens deze filosofie een uit balans raken, althans een verstoring in het vloeien van deze energie. Acupunctuur heeft volgens Chinese geneeskunde als doel de energiestroom te herstellen, de energie te versterken en de balans weer te herstellen. Op het hele lichaam zijn diverse punten terug te vinden die overeenkomen met organen, met weefsel en andere structuren in het lichaam. Afhankelijk van de klachten worden bepaalde punten op het lichaam geprikt met een naaldje, waardoor deze wederom gestimuleerd worden. De pijnklachten kunnen hierdoor afnemen. Acupunctuur staat bekend voor de behandeling van chronische en acute pijn. Uit onderzoek van de afgelopen jaren is gebleken dat bij een aantal patiënten de behandeling met acupunctuur leidt tot vermindering van de klachten, vermindering van behoefte aan pijnmedicatie en functioneel herstel. Daarnaast is aangetoond dat de behandeling invloed heeft op het geestelijke welzijn, wat mede door de langdurige pijnklachten regelmatig beschadigd is geraakt.

Title: Voorbereiding
Om de behandeling goed te laten verlopen, is het belangrijk vooraf enkele dingen te bespreken: 
- Indien u bloed verdunnende middelen gebruikt moet u dit aan de pijnspecialist melden. De pijnspecialist zal u dan vertellen of en welke middelen gestopt moeten worden. 
- Als u allergisch bent voor nikkel komt u helaas niet in aanmerking voor een behandeling. 
- Als u zwanger bent (of zwanger denkt te zijn), moet dit aan de pijnspecialist gemeld worden. De pijnspecialist zal u van tevoren uitgebreid wijzen op mogelijke complicaties en bijwerkingen die door acupunctuur veroorzaakt kunnen worden.

Title: De behandeling
Nadat u zich bij de receptie heeft gemeld, wordt u naar de behandelkamer gebracht waar de acupunctuurnaalden worden aangebracht. Tijdens de behandeling zit u op een stoel of ligt u op een behandeltafel. De pijnspecialist zal eerst de huid desinfecteren. Daarna worden de specifieke pijnpunten op het lichaam gestimuleerd door het inbrengen van de naald en soms zelfs met een elektrostimulator. Het plaatsen van de naalden kan even gevoelig zijn, maar het gevoel trekt snel weer weg. Het aanbrengen van de acupunctuurnaaldjes duurt een paar minuten. De naalden blijven ruim 20-25 minuten in uw lichaam. Aan het einde worden zij verwijderd en mag u meteen naar huis. Afhankelijk van de klachten worden 8-10 behandelingen gepland. Na 4-5 behandelingen zal er een evaluatie plaatsvinden om te bepalen in hoeverre het zinvol is om met de behandelingen verder te gaan. Indien er helemaal geen effect is, wordt de behandeling niet meer voortgezet.

Title: Bijwerkingen en complicaties
- Bloeduitstorting 
- Allergische reactie 
- Klaplong (uiterst zeldzaam en alleen bij bepaalde punten risico aanwezig) 
- Infectie (uiterst zeldzaam)"
Aambeien (heamorroiden),page_3,"Title: Wanneer is verdere behandeling nodig?
Wanneer ondanks het nemen van bovengenoemde maatregelen en leefregels de klachten toch voortduren, is verdere behandeling nodig of aan te raden.

Title: Zijn er nog (aanvullende) onderzoeken nodig?
De klachten die aambeien kunnen geven, kunnen ook voorkomen bij andere afwijkingen van de endeldarm of de anus. Het is daarom belangrijk dat er goed onderzoek wordt verricht en gekeken wordt naar de anus, het anale kanaal en het begin van de endeldarm. Dit onderzoek noemen we een proctoscopie. Zo nodig moet de gehele darm bekeken worden. Dit noemen we een coloscopie. Dit komt vooral voor bij patiënten boven de vijftig jaar. Bij jongere patiënten is over het algemeen het onderzoek van de anus en het anale kanaal voldoende.

Title: Wat zijn de behandelingsmogelijkheden?
Een veel toegepaste behandeling is het terugbrengen van de zwellichamen/het aambeiweefsel naar hun oorspronkelijke plaats. Het uitzakken is dan verholpen en de aambeien kunnen dan ook geen klachten meer geven. Proctoscopie met rubberbandligatie Een tegenwoordig veel toegepaste methode is het afbinden van het overtollige slijmvlies boven het aambeiweefsel met behulp van rubber bandjes (rubberbandligatie). Het slijmvlies sterft door het elastiekje binnen enkele dagen af. Dan laat het rubberbandje los en verlaat het lichaam met de ontlasting. De behandeling kan poliklinisch in ongeveer 5-10 minuten gebeuren. Vaak is er enkele dagen/weken na de eerste behandeling al een goed resultaat te verwachten, maar soms moet de behandeling herhaald worden of wordt er in overleg met u toch besloten over te gaan tot een operatie. Omdat het slijmvlies geen pijnzenuwen bevat, voelt u nauwelijks iets van de behandeling. Een gevoel van aandrang en lichte buikkrampen zijn wel gebruikelijk in de eerste dagen na het plaatsen van de bandjes. Indien er tijdens de behandeling toch sprake is van veel pijn, dan kan ervoor gekozen worden om de behandeling op een ander moment op de operatiekamer onder (algehele) verdoving uit te voeren. Laserbehandeling bij aambeien Het doel van de laserbehandeling is het gecontroleerd krimpen van de aambeien met behoud van de functie. De laserdraad wordt op de operatiekamer met behulp van de proctoscoop in het aambeiweefsel gebracht. De laser geeft energie (hitte) af in de aanvoerende vaten van de aambei en in het aambeiweefsel. Door dit effect kan de aambei niet meer goed doorbloeden en zal deze direct ongeveer 30% afnemen in grootte en verder krimpen. Dit hele proces zet zich ook voort na de laserbehandeling en kan zelfs na zes weken nog merkbaar zijn. Deze behandeling neemt, afhankelijk van de grootte van het aambeiweefsel, over het algemeen 15 tot 30 minuten in beslag. Afhankelijk van de complexiteit van de aambeien, is de behandeling succesvol bij ongeveer 70% van de patiënten. Voor uitgebreide informatie over de rubberbandligatie, zie; folder ‘Proctologiepolikliniek’. Voor uitgebreide informatie over aambei- operaties, zie; folder ‘Longo/PPH procedure’. Voor informatie over de behandeling waarbij aambeien operatief verwijderd worden zie folder `hemorroidectomie`. Voor uitgebreide informatie over de coloscopie kunt u contact opnemen met de polikliniek interne geneeskunde"
Abatacept onderhuidse injectie,page_0,"Title: Abatacept (Orencia ®) per onderhuidse injectie
Uw reumatoloog heeft u abatacept voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een biologische reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.

Title: Het effect van abatacept
Abatacept wordt gebruikt bij de behandeling van reumatoïde artritis. Abatacept kan de oorzaak van uw reumatische aandoening niet wegnemen. Wel kan het uw ziekte remmen. Abatacept voorkomt de activatie van bepaalde ontstekingscellen (“T-cellen”) die bij reumatoïde artritis mede verantwoordelijk zijn voor de gewrichtsontstekingen. Daardoor verminderen de ontstekingen en kunnen klachten als pijn, stijfheid en zwelling van de gewrichten na enige tijd afnemen. Ook heeft het een remmend effect op het ontstaan van gewrichtsbeschadigingen. Het kan enkele weken duren voordat u merkt dat abatacept begint te werken. Een nadeel is dat uw afweersysteem geremd wordt waardoor u vatbaarder bent voor infecties.

Title: Mogelijke bijwerkingen abatacept
Bijwerkingen kunnen optreden. Meest voorkomend 
- Huiduitslag of jeuk op de plaats van de injectie. Dit is vrijwel altijd mild en op den duur verdwijnen de klachten bij de meeste patiënten. 
- Hoofdpijn, duizeligheid, buikpijn, misselijkheid, diarree en vermoeidheid 
- Milde infecties zoals verkoudheid, griep en blaasontsteking. Soms/zelden voorkomend 
- Bloeddrukverhoging, blozen of opvliegers. 
- Overgevoeligheidsreacties zoals al dan niet jeukende huidafwijkingen, moeilijk ademhalen, pijn op de borst, rillerigheid of lage bloeddruk. Bij ernstigere verschijnselen wordt het gebruik vaak gestopt. 
- Ernstige infecties.

Title: Wijze van toediening
Abatacept wordt toegediend via onderhuidse injecties. De gebruikelijke dosering is één keer per week 125 milligram. De injecties kunnen door u of door iemand in uw omgeving worden toegediend. Spuitinstructies krijgt u in het ziekenhuis. Tijdens deze instructies wordt precies uitgelegd hoe u uzelf kunt spuiten. Bewaar het medicijn altijd in de koelkast (niet invriezen) en gebruik het volgens de instructie van de reumaverpleegkundige, apotheek en informatie van de fabrikant. Als abatacept bij u goed werkt dan kan het voor onbepaalde tijd worden gegeven.

Title: Waarschuwingen
- Voordat u met de medicatie mag starten wordt u eerst onderzocht op tuberculose en hepatitis B. 
- Neem voor iedere toediening altijd de “patiëntvragenlijst voor toediening biologicals” door zodat u weet of u abatacept op dat moment mag gebruiken. 
- Neem contact op met uw reumatoloog of huisarts bij: koorts, koude rillingen, ernstige infectie, ernstig ziek zijn en bijwerkingen. 
- Gebruik géén abatacept tijdens het gebruik van antibiotica, koorts of ernstige infectie. Maak eerst de kuur af en wacht totdat de koorts of ernstige infectie weg is en u zich weer goed voelt."
Acnes (Nocepta),page_1,"Title: Voorbereiding
- Voor deze behandeling hoeft u niet nuchter te zijn 
- Overige medicatie kunt u gewoon innemen (tot een uur voor de behandeling) ook bloedverdunners, tenzij de pijnspecialist andere afspraken met u heeft gemaakt 
- Na de behandeling mag u de rest van de dag niet actief deelnemen aan het verkeer 
- Regel daarom van tevoren dat er iemand met u meerijdt 
- Draag makkelijk zittende kleding De behandeling De behandeling vindt plaats in de behandelkamer van Nocepta. U kunt zich vooraf melden bij Nocepta in de wachtruimte. Vervolgens wordt u naar de behandelkamer gebracht. Tijdens de behandeling ligt u op uw rug. Met het echoapparaat wordt de juiste positie van de pijnplek bepaald en gemarkeerd. De huid wordt lokaal verdoofd met verdovingsvloeistof. Hierna zal de naald middels echogeleiding worden ingebracht naar de pijnplek in de buikwand. Bij de behandeling middels injectie wordt er een hoeveelheid verdovend medicijn in de buikwand achtergelaten. Dit kunt u voelen als een drukverhoging in de buik. Hierna is de behandeling klaar. Uw buikhuid voelt vaak direct verdoofd aan. Bij de behandeling middels PRF controleert de pijnspecialist de positie van de naald met kleine teststromen. Er wordt aan u gevraagd of u tintelingen voelt. Gezocht wordt naar de plaats waar normaal de pijn optreedt. Als de juiste positie is gevonden wordt de naaldpunt verwarmd door een elektrisch stroompje, dit duurt 3 minuten. Hierna is de behandeling klaar. Tijdens de behandeling kunt u een wat prikkend en brandend gevoel ervaren. Bij de behandeling middels cryoleasie wordt de punt van de naald bevroren gedurende 2 keer 3 minuten.

Title: Na de behandeling
De behandelingen duren ongeveer 20 minuten. Na de behandeling gaat u naar de aftercare. U kunt een verdoofd gevoel of krachtsvermindering hebben aan de behandelde kant, reden waarom u na de behandeling niet zelf actief deel mag nemen aan het verkeer.

Title: Resultaat
Het maximale effect van de behandeling is 6-8 weken na behandelen te beoordelen. De gebruikte verdoving werkt gemiddeld na 1-2 uur uit. Hierna komen de oorspronkelijke pijnklachten weer terug. Gemiddeld duurt het 2-3 weken voordat er een effect van de behandeling met stroom of bevriezing merkbaar wordt. Er volgt altijd een controle afspraak 6-8 weken na de behandeling om het tot dat moment behaalde resultaat te bespreken.

Title: Risico's en/of bijwerkingen
De volgende bijwerkingen en complicaties kunnen optreden. Ernstige complicaties komen zelden voor. 
- Er kan na de behandeling napijn optreden. Deze pijn kan enkele weken aanhouden, maar is vrijwel altijd van tijdelijke aard. U kunt hiervoor een pijnstiller innemen (Paracetamol volgens bijsluiter). 
- Er kan een bloeduitstorting in de buikwand optreden als gevolg van de prik. 
- Wanneer u koorts ontwikkelt, neem dan zo spoedig mogelijk contact op met uw pijnspecialist."
"AC kuur à 2 weken, patiënteninformatie",page_0,"Title: Het verloop van de AC kuur
U begint met een chemokuur. Deze kuur bestaat uit twee medicijnen. 1. Adriamycine (=Doxorubicine) 2. Cyclofosfamide

Title: Wijze van toediening:
De medicijnen worden u toegediend via een infuus in een ader in uw hand of arm. Deze behandeling vindt plaats op de dagbehandeling oncologie van ZGT. De toediening duurt ongeveer één uur. De kuur wordt afhankelijk van de bloeduitslagen om de twee weken gegeven. Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: 
- Bij koorts boven de 38,5° moet u contact met ons opnemen. 
- Uw haar gaat uitvallen. Dit is van tijdelijke aard en begint meestal twee à drie weken na de eerste toediening. Haaruitval begint meestal met een pijnlijke hoofdhuid. Een machtiging voor een eventueel haarwerk kunt u vragen aan de oncologieverpleegkundige. 
- Door adriamycine, is tot enkele dagen na de kuur rood verkleuring van de urine en soms het traanvocht mogelijk. Dit is onschuldig. Het kan mogelijk aanleiding geven tot verkleuring van contactlenzen. Het is daarom aan te raden deze de eerste 48 uur na toediening niet te dragen. 
- Cyclofosfamide kan klachten geven die lijken op een blaasontsteking. Het is daarom van belang dat u gedurende de eerste dagen na de kuur veel drinkt (anderhalf tot twee liter). 
- Resten cytostatica kunnen tot dag zeven in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen

Title: Check uw dossier op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt."
