filename,page number,page text
Endometriose,page_6,"Title: Endometriose en vruchtbaarheid
Tijdens een kijkoperatie in verband met kinderwens ziet de gynaecoloog nogal eens kleine endometrioseplekjes op het buikvlies; deze hebben waarschijnlijk nauwelijks betekenis voor de vruchtbaarheid. Behandeling met hormonen om de kans op zwangerschap te vergroten, lijkt niet zinvol. Dat operatief wegbranden van de plekjes de zwangerschapskans vergroot, is niet echt bewezen. Bij chocoladecysten of verklevingen stelt de gynaecoloog vaak wel behandeling voor, zoals een laparoscopische (kijkbuis) of grotere operatie. Soms bespreekt de arts nog een aanvullende behandeling met hormonen. De kans op zwangerschap en het behandeladvies worden niet alleen bepaald door de ernst van de endometriose. Andere factoren spelen ook een rol: 
- De vraag of het zwanger worden bemoeilijkt is door een andere oorzaak, zoals een verminderde zaadkwaliteit of afgesloten eileiders. 
- De vraag hoe lang u al kinderen wilt. 
- Uw leeftijd. 
- Uw houding ten opzichte van andere vruchtbaarheids-bevorderende behandelingen zoals reageerbuisbevruchting (ivf). Uw gynaecoloog geeft u verdere informatie.

Title: Tot slot
Hebt u nog vragen? Aarzel dan niet deze met uw huisarts of gynaecoloog te bespreken.

Title: Zelfhulporganisaties
Freya, Postbus 476, 6600 AL Wijchen, Email: secretariaat@freya.nl Telefoonnummer: 024 301 03 50 (telefonische bereikbaarheid beperkt) internet: freya.nl Landelijke patiëntenvereniging die vanuit ervaringsdeskundigheid een luisterend oor kan bieden en informatie kan verstrekken aan paren die ongewild kinderloos zijn. Endometriose stichting, internet: endometriose.nl Nederlandse Vereniging van Obstetrie en Gynaecologie (NVOG), internet: nvog.nl/voorlichting

Title: Check uw dossier op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt."
Dagopname bij kinderen,page_1,"Title: Wat te doen bij complicaties thuis?
Als zich de volgende situaties voordoen: 
- Nabloeding; 
- Koorts hoger dan 39°C; 
- Aanhoudende pijn ondanks de pijnbestrijding. verzoeken wij u contact op te nemen met het ziekenhuis. Tijdens kantooruren met de behandelend specialist. Buiten kantooruren met de spoedeisende hulp.

Title: Spoedeisende hulp
Telefoonnummer 088 708 78 78.

Title: Veiligheid
ZGT ziet veiligheid als basisvereiste voor goede zorg en dienstverlening. Alle patiënten kunnen er op vertrouwen dat zij veilige en goede zorg ontvangen. Van een aantal zaken merkt u niets, maar van andere wel. Zo wordt er gewerkt met een ‘time-out’ procedure. Dit betekent dat er een aantal zaken extra gecontroleerd worden. Dit gebeurt door verschillende mensen. Zo controleren zij meerdere keren de naam, geboortedatum van uw kind en voor welke operatie uw kind komt.

Title: Suggesties en klachten
Wij vinden het belangrijk dat patiënten en bezoekers tevreden zijn. Toch kan het voorkomen dat u niet tevreden bent over de gang van zaken. Als u klachten heeft over de verzorging, behandeling of hoe er met u en uw kind wordt omgegaan, bespreek dit dan met de persoon om wie het gaat of iemand van de afdeling. Zo kan de klacht of het probleem misschien direct worden verholpen. Ook kunt u gebruikmaken van onze klachtenregeling. Kijk op onze website voor meer informatie. zgt.nl/uwmening U kunt ook vragen naar de folder ‘Ik heb een klacht’. Heeft u naar aanleiding van uw verblijf nog opmerkingen (positief dan wel negatief) dan kunt u dat kenbaar maken via het formulier ‘Vertel het ons’.

Title: Tot slot
Deze folder betreft een algemene voorlichting en is bedoeld als extra informatie naast het gesprek met uw behandelend specialist. Bijzondere omstandigheden kunnen tot wijzigingen aanleiding geven. Dit wordt altijd door uw behandelend specialist aan u kenbaar gemaakt. Heeft u na het lezen van deze folder nog vragen, neem dan op werkdagen contact op met de verpleegafdeling kindergeneeskunde.

Title: Verpleegafdeling kindergeneeskunde
- Ziekenhuislocatie Almelo, telefoonnummer 088 708 31 20. 
- Ziekenhuislocatie Hengelo, telefoonnummer 088 708 55 50.

Title: Check het dossier van uw kind op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van het medisch dossier van uw kind inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij hebben klaargezet. Zie voor meer informatie de folder ‘MijnZGT machtiging voor ouders’."
Opname kind- en tienerafdeling,page_3,"Title: Cliniclowns
De Cliniclowns brengen wekelijks een bezoek aan de afdeling om patiëntjes even af te leiden van hun ‘ziek zijn’. Twitter: @Cliniclowns cliniclowns.nl

Title: Rechten en plichten van u en uw kind
Voor kinderen gelden andere rechten en plichten dan voor volwassenen. In de folder ‘Kinderen en patiëntenrechten’ kunt u hier meer over lezen. Kijk ook op de internetsite zgt.nl

Title: Verpleegafdeling kindergeneeskunde
Telefoonnummer 088 708 44 50.

Title: Polikliniek kindergeneeskunde
Telefoonnummer 088 708 31 20. De polikliniek kindergeneeskunde grenst aan de kind- en tienerafdeling en staat daar mee in verbinding. Te vinden op routenummer 0.11.

Title: Erkenning
De kind- en tienerafdeling ziekenhuislocatie Almelo heeft van de stichting ‘Kind en Ziekenhuis’ in 2008 een Smiley ontvangen. De Smiley is een kwaliteitskeurmerk. Het geeft aan dat de zorg op de kind- en tienerafdeling waarvoor de Smiley is toegekend voldoet aan alle criteria die de stichting ‘Kind en Ziekenhuis’ daaraan stelt.

Title: Vragen
Deze folder betreft een algemene voorlichting en is bedoeld als extra informatie naast het gesprek met uw behandelend specialist. Bijzondere omstandigheden kunnen tot wijzigingen aanleiding geven. Uw behandelend specialist maakt dit aan u kenbaar. Zijn er naar aanleiding van deze folder nog vragen, neem dan contact op met de polikliniek kindergeneeskunde.

Title: Check het dossier van uw kind op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van het medisch dossier van uw kind inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij hebben klaargezet. Zie voor meer informatie de folder ‘MijnZGT machtiging voor ouders’."
"Continentiepolikliniek, de poepklas",page_0,"Title: De poepklas Inleiding
Binnenkort kom je in de poepklas op de continentiepolikliniek, routenummer 0.11 in de ZGT ziekenhuislocatie Hengelo. Je wordt samen met je vader, moeder of verzorger verwacht op: Datum: ___________________________ Dag: ___________________________ Tijdstip: ___________________________ De poepklas duurt tot ongeveer ________uur. In deze folder leggen we je uit wat je allemaal gaat doen.

Title: Waarom een poepklas?
Waarschijnlijk heb jij problemen met poepen. Het kan zijn dat je last hebt van obstipatie, vieze broeken of vaak buikpijn. Misschien herken je het allemaal wel. Soms is het niet duidelijk waarom jij een probleem met het poepen hebt. Het kan ook zijn dat de urotherapeut heeft afgesproken dat jij met een poeptraining gaat beginnen. Om een goede start te maken kom jij dan in de poepklas, zodat je precies weet hoe het daarna thuis moet. Meestal komen er drie kinderen om samen te trainen.

Title: Poepdagboek
Een hele week lang, voordat je in de poepklas komt moet je een poepdagboek bijhouden. Op deze manier kunnen wij je goed helpen. Niet vergeten hoor! Zie de achterkant van dit formulier.

Title: Wat doe je in de poepklas?
Dat is eigenlijk al wel duidelijk. Veel op de wc zitten natuurlijk. Wij gaan oefeningen doen op de wc. Misschien kan je al wel een keer poepen, maar dat hoeft niet. Als wij dit bespreken gaat het de volgende keer nog beter. Tussendoor krijg je uitleg over de ‘poepfabriek’ en laten we zien hoe je het beste op de wc kan zitten. Als je thuis een training gaat volgen gaan we deze goed uitleggen. Het kan ook zijn dat we jouw ouders deze adviezen geven. En we bekijken een film: de Poep Movie! Tijdens deze dag is het de bedoeling dat één ouder bij je blijft. Hij of zij weet dan aan het eind van de poepklas ook hoe het verder moet met het poepen.

Title: Opmerkingen
- Denk aan schone kleren, het kan altijd een keertje mis gaan; 
- Als je medicijnen gebruikt, neem ze dan mee; 
- Neem je mapje van de ‘Plas en Poep poli’ mee; 
- Het verloop van de dag bespreken wij met de dokter; 
- Voor een tussendoortje en drinken voor jou wordt gezorgd. Koffie, thee is er voor de ouders; 
- Broertjes/zusjes kunnen niet mee naar de poepklas.

Title: Vragen
Heb je na het lezen van deze folder nog vragen stel ze dan gerust. Wij zijn alle dagen aanwezig, behalve op vrijdag. Telefoon 088 708 31 20 E-mail: plasenpoeppoli@zgt.nl 19

Title: Check het dossier van uw kind op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van het medisch dossier van uw kind inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij hebben klaargezet. Zie voor meer informatie de folder ‘MijnZGT machtiging voor ouders’. 19 Poepdagboek VUL DEZE EEN WEEK VOORAFGAAND AAN DE POEPKLAS IN!

Title: Naam: Geboortedatum: Dag/
datum Tijd Gepoept op wc, hoeveelheid en type Gepoept in luier/ onderbroek, hoeveelheid en type Poepveeg in broek/luier Hoeveel zakjes laxantia Buikpijn/ pijn bij poepen Toilet- oefeningen Overig"
"Lymfoedeem, het voorkomen van",page_2,"Title: Vragen
Tijdens kantooruren kunt u contact opnemen met de Borstkliniek Oost-Nederland. Telefoonnummer: 088 708 52 32 of per e-mail: mammapoli@zgt.nl.

Title: Tot slot
Deze folder werd samengesteld door de maatschap chirurgen naar het voorbeeld van de Commissie Voorlichting van de Nederlandse Vereniging voor Heelkunde.

Title: Check uw dossier op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt."
"Patiëntenportaal, polikliniek dermatologie",page_0,"Title: Patiëntenportaal polikliniek dermatologie
U kunt via het patiëntenportaal MijnZGT zelf afspraken plannen. In deze folder leest u hier meer over.

Title: Wat kan MijnZGT voor u betekenen?
ZGT vindt het belangrijk dat het contact tussen het ziekenhuis en de patiënt zo toegankelijk mogelijk is. ZGT biedt u dan ook de mogelijkheid om via het patiëntenportaal zelf via MijnZGT. 
- Uw registratie bij ZGT te controleren. 
- Een eerste afspraak te plannen. 
- Een herhaalafspraak te plannen (over drie maanden). 
- Een bestaande afspraak te wijzigen. 
- Een vragenformulier in te vullen. Dit zijn eerste stappen waarmee ZGT uw aandeel in het online regelen van uw zorg vergroot. Ook breiden we gaandeweg via dit portaal onze online dienstverlening uit. Het patiëntenportaal maakt gebruik van een beveiligde verbinding.

Title: Inloggen
Ga naar zgt.nl en klik daar op MijnZGT. Om in te loggen op het patiëntenportaal vragen we naar uw DigiD. Heeft u nog geen DigiD, dan kunt u via de website digid.nl uw eigen DigiD aanvragen. Met uw persoonlijke DigiD (een gebruikersnaam en wachtwoord) kunt u zich identificeren op websites van de overheid en van organisaties die een overheidstaak uitvoeren. Zo weten deze organisaties dat ze echt met u te maken hebben. Zodra u bent ingelogd in het patiëntenportaal MijnZGT, kunt u via het menu aan de linkerkant van de pagina verschillende acties uitvoeren.

Title: Uw registratie controleren
Via MijnZGT kunt u zelf op de pagina ‘Patiëntgegevens’ eenvoudig controleren hoe u geregistreerd staat bij ZGT. Zo ziet u uw geboortedatum, adresgegevens, contactinformatie en de gegevens van uw zorgverzekeraar. Staan hier gegevens die niet kloppen, dan kunt u wijzigingen doorgeven per e-mail via patientenregistratie@zgt.nl. Uw e-mailadres kunt u zelf online wijzigen. U kunt wijzigingen in uw gegevens ook altijd doorgeven bij de balie in de centrale hal van beide ziekenhuislocaties. Vergeet daarbij niet om uw identiteitsbewijs mee te nemen!

Title: Een afspraak maken
Via de pagina ‘Afspraak maken’ is het voor enkele patiëntgroepen mogelijk om online een afspraak te maken voor een eerste consult. U heeft hiervoor een verwijsbrief van de huisarts nodig.

Title: Een herhaalafspraak plannen
Ook kunt u een herhaalafspraak plannen (na drie maanden). Om zorg te dragen dat u bij de juiste medisch specialist terecht komt, stellen we u enkele vragen over uw zorgvraag en de gewenste afspraak. Vervolgens kunt u in de agenda van de medisch specialist een datum en tijdstip kiezen. In de toekomst wordt er gewerkt aan het uitbreiden van deze service naar meer patiëntgroepen en andere vakgroepen.

Title: Een bestaande afspraak wijzigen
U kunt op MijnZGT uw reeds gemaakte afspraken inzien via de pagina ‘Afsprakenoverzicht’. Dit geldt voor alle afspraken bij poliklinieken waarvoor MijnZGT is ingericht. In dit overzicht kunt u digitaal en telefonisch gemaakte afspraken tot 24 uur van tevoren wijzigen of annuleren.

Title: Contact
Heeft u vragen over het gebruiken van het patiëntenportaal MijnZGT? Neem dan contact op met de polikliniek dermatologie.

Title: Ziekenhuislocatie Almelo
route 0.9 telefoonnummer: 088 708 31 30.

Title: Ziekenhuislocatie Hengelo
route 0.14 telefoonnummer: 088 708 53 40."
"Continentiepolikliniek, vragenlijst nachtelijke incontinentie",page_2,"Title: Totaal Gebruik gedurende 5 nachten een luier en weeg die bij het wakker worden.
Haal het gewicht van een droge luier eraf. Je hebt dan het aantal ml wat je de nacht hebt geplast. Het wegen gaat gemakkelijk op een digitale keukenweegschaal.

Title: Poepdagboek
Naam: Geboortedatum: Dag en datum Tijd Gepoept op WC, hoeveelheid en type Gepoept in broek/luier hoeveelheid en type Poepveeg in broek/luier Hoeveel zakjes laxantia Buikpijn, pijn bij poepen Toilet oefeningen Overig"
Deeltijd (psychiatrie),page_0,"Title: Deeltijdbehandeling psychiatrie– algemene
informatie U bent door uw behandelend psychiater aangemeld voor verdere diagnostiek/ behandeling binnen de deeltijd. De deeltijd richt zich op mensen vanaf 18 jaar, die lichamelijke klachten ervaren, waar al dan niet een oorzaak voor gevonden is. Klachten, die ondanks diverse vormen van behandeling bij bijvoorbeeld huisarts, ziekenhuis, fysiotherapie, revalidatiecentrum of GGZ, blijven opspelen en die u belemmeren in het dagelijks functioneren. Voor wie is de deeltijdbehandeling (nog) niet geschikt: - patiënten waarvan onderzoeken op lichamelijk vlak nog lopen en/of een second opinion hebben aangevraagd. - patiënten die onder invloed zijn van; stimulerende of verdovende middelen. - patiënten die de behandeling (lichamelijk, psychisch of i.v.m. andere omstandigheden) nog niet aankunnen.

Title: Het behandelteam bestaat uit:
- psychiater 
- sociotherapeuten 
- therapeuten 
- dramatherapeut 
- muziektherapeut 
- beeldend therapeut 
- psychomotorisch therapeut (PMT) 
- sociaal psychiatrisch verpleegkundige.

Title: Patientenbespreking
(MDO=multidisciplinair overleg) Het opgestelde behandelplan wordt met u geëvalueerd en besproken in het multidisciplinair overleg. Een terugkoppeling hiervan wordt gedaan door psychiater/sociotherapeut en met uw instemming wordt dit toegevoegd aan uw dossier.

Title: Vragenlijsten
Binnen de psychiatrie van ZGT wordt het effect van elk traject (polikliniek, kliniek en/of deeltijd) binnen uw behandeling gemeten, met als doel patiëntgerichte zorg, kwaliteitsverbetering en betere behandeluitkomsten. De uitkomsten van de vragenlijst wordt tijdens uw afspraak met de psychiater met u besproken. Bij afronding van elk traject (polikliniek, kliniek en/of deeltijd) ontvangt u een vragenlijst waarin u vragen kunt beantwoorden of u tevreden bent geweest over uw behandeling. De meeste vragenlijsten zijn digitaal te benaderen. U ontvangt een mail met de link als u een vragenlijst moet invullen.

Title: Berichtgeving
Uw huisarts en eventueel andere verwijzer/behandelaar, krijgt bericht over de gestelde psychiatrische diagnose en het advies of behandelplan. Ook bij belangrijke veranderingen en bij de afsluiting van de behandeling, krijgt de verwijzer bericht. Als u niet wilt dat de psychiater correspondentie verstuurd naar uw huisarts, dan kunt u dit kenbaar maken bij het secretariaat van de psychiatrie.

Title: Aanwezigheid
Indien u instemt met de behandeling dan verwachten wij dat u bij alle programmaonderdelen aanwezig zult zijn. Voor bijzondere gebeurtenissen kan er verlof worden aangevraagd. Mocht u een keer onverwachts verhinderd zijn, dan vragen wij u dit telefonisch door te geven via 088-708 31 10.

Title: Geheimhouding
Alle medewerkers hebben een geheimhoudingsplicht. Zij gaan vertrouwelijk met uw gegevens om. Van u wordt eveneens verwacht geen informatie over groepsgenoten aan derden te verstrekken. Als u in behandeling komt binnen de psychiatrie van ZGT, wordt een deel van uw dossier inzichtelijk voor alle specialisten die betrokken zijn bij uw behandeling binnen ZGT. Als u hier bezwaar tegen heeft, kunt u dit bespreken met uw psychiater."
Poliklinische revalidatiebehandeling,page_4,"Title: Contact
Ziekenhuislocatie Almelo Polikliniek revalidatie: 088 708 33 10 Routenummer 0.12 Fysio-/ergotherapie: 088 708 32 10 Routenummer 0.12 Logopedie: 088 708 32 10 Routenummer 0.9 Maatschappelijk werk: 088 708 39 23 Routenummer 0.10 Medische Psychologie: 088 708 53 11 Routenummer 1.12

Title: Ziekenhuislocatie Hengelo
Polikliniek revalidatie: 088 708 33 10 Routenummer 0.15 Fysio-/ergotherapie: 088 708 52 00 Routenummer 0.15 Logopedie: 088 708 32 10 Routenummer 2.11 Maatschappelijk werk: 088 708 39 23 Routenummer 2.11 Psychologie: 088 708 53 11 Routenummer 3.14

Title: Check uw dossier op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer info op: zgt.nl/mijnzgt."
Polikliniek kindergeneeskunde,page_0,"Title: Polikliniek kindergeneeskunde
U hebt een afspraak met uw kind bij één van de kinderartsen van de locaties Almelo/Hengelo. In deze folder lichten wij onze werkwijze toe en geven we u zoveel mogelijk informatie voorafgaande aan het consult bij de kinderarts. Zo bent u goed voorbereid voor het consult. Als u na het lezen van deze folder aanvullende vragen heeft, neemt u dan gerust contact op met het secretariaat van de polikliniek kindergeneeskunde. Wij zijn u graag van dienst!

Title: Bereikbaarheid van de polikliniek
De polikliniek kindergeneeskunde is op werkdagen bereikbaar van 08.30 tot 16.30 uur, voor het maken van vervolgafspraken en het stellen van telefonische vragen. U kunt ook vragen stellen via e-mail: kinderartsen@zgt.nl.

Title: Informatie op de website
Op onze website zgt.nl is veel aanvullende informatie te vinden. Bijvoorbeeld vragen die u kunt stellen aan de kinderarts zodat u goed voorbereid op het spreekuur komt. Voor de kinderen zijn speciale pagina’s gemaakt op de website. Uw kind kan een virtuele rondleiding volgen over de kinderafdeling, kennis maken met de kinderartsen, vragen stellen, spelletjes doen, enzovoort. Op onze website vindt u ook alle algemene informatie over onder andere de bereikbaarheid van het ziekenhuis en het betaald parkeren.

Title: Wat neemt u mee naar het spreekuur?
- Verwijzing De kinderartsen werken alleen op verwijzing van een huisarts. De huisarts stuurt een bericht voor verwijzing naar de kinderarts. Deze heeft beslist of het kind gezien moet worden en wanneer. U hebt inmiddels een oproep gekregen. 
- Patiëntgegevens Indien u voor de eerste keer met uw kind in het ziekenhuis komt, meldt u zich bij de receptie om uw kind in te laten schrijven. De receptioniste zal u vragen om het Burgerservicenummer, zorgpas van de zorgverzekeraar, de gegevens van uw huisarts, tandarts en uw adresgegevens. Ook als uw kind al bekend is in het ziekenhuis, moet u de gedane inschrijving controleren op juistheid. Juiste gegevens zijn van groot belang voor het aanvragen van onderzoeken, het verzenden van correspondentie naar de verwijzer maar ook voor de declaratie van de kosten bij de zorgverzekeraar. 
- Geldig legitimatiebewijs van uw kind 
- Groeiboekje van het consultatiebureau 
- Medicijnen Mocht uw kind medicijnen gebruiken, neemt u deze dan mee naar het spreekuur van de kinderarts. Ook de medicijnen die u koopt bij de drogist of apotheek.

Title: Vragen
Mocht u na het lezen van deze folder nog vragen hebben, stel ze dan gerust.

Title: Polikliniek kindergeneeskunde 
Telefoonnummer: 088 708 31 20, routenummer 0.11.

Title: Check het dossier van uw kind op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van het medisch dossier van uw kind inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij hebben klaargezet. Zie voor meer informatie de folder ‘MijnZGT machtiging voor ouders’."
Echopunctie,page_1,"Title: Nazorg
0 Echopunctie mamma U ontvangt na het onderzoek van de laborant( e) een formulier waarop de nazorg staat vermeld. 0 Echopunctie longen/buik/lever Voor dit onderzoek wordt u opgenomen op de afdeling dag opname, tenzij uw behandeld specialist anders met u heeft overlegd. Na het onderzoek moet u gedurende 2 uur bedrust houden om eventueel nabloeden te voorkomen. 0 Echopunctie schildklier/extremiteiten/ Er is geen nazorg nodig. Indien de aanprikplek pijnlijk is, kunt u een paracetamol gebruiken. 0 Echopunctie nier Voor dit onderzoek wordt u opgenomen. In principe moet u 24 uur worden opgenomen en mag u de volgende dag weer naar huis, tenzij uw specialist anders met u heeft overlegd. Om eventueel nabloeden te voorkomen moet u 6 uur bedrust houden. De eerste 4 uur ligt u op de zij, waar de nier is aangeprikt en daarna nog 2 uur op de rug. 0 Echo ascitespunctie/ drainage Voor de drainage moet u worden opgenomen. Hoe lang u moet worden opgenomen beslist uw behandelend specialist. Na de punctie moet de aanprikplek op nalekken gecontroleerd worden.

Title: Uitslag
U ontvangt de uitslag van het onderzoek op de afgesproken datum bij uw specialist.

Title: Vragen
Mocht u na het lezen van deze folder nog vragen hebben, stel ze dan gerust. De specialist of verpleegkundige wil ze graag beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30 – 12.30 uur en van 13.00 - 16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.

Title: Check uw dossier op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt."
Anale fissuur,page_3,"Title: Wanneer contact opnemen met het ziekenhuis?
Als er zich de eerste avond of nacht na de ingreep problemen voordoen, dan kunt u bellen naar het ziekenhuis en vragen naar de afdeling spoedeisende hulp. Telefoonnummer: 088 708 78 78. Heeft u de volgende ochtend na de ingreep problemen, dan belt u naar de polikliniek chirurgie. De polikliniek chirurgie is telefonisch bereikbaar van maandag tot en met vrijdag van 08.30- 12.30 en van 13.00 - 16.30 uur, telefoonnummer 088 708 52 31.

Title: Vragen
Deze brochure is niet bedoeld als vervanging van mondelinge informatie, maar als aanvulling hierop. Hierdoor is het mogelijk alles nog eens rustig na te lezen. Heeft u na het lezen van deze folder nog vragen, stel deze dan gerust aan uw behandelend arts of verpleegkundig specialist. Ook kunt u van maandag tot en met vrijdag van 08.00 - 16.30 uur bellen met het secretariaat van de polikliniek chirurgie, telefoonnummer 088 708 52 31. Op onze website zgt.nl/proctologiepolikliniek vindt u meer informatie over de proctologiepolikliniek, proctologische aandoeningen en de behandelingen.

Title: Check uw dossier op MijnZGT
MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt."
Wie zorgt er voor mij,page_0,"Title: Wie zorgt er voor mij?
U bent zojuist, of wordt binnenkort opgenomen in ZGT op de afdeling heelkunde (chirurgie). In het ziekenhuis werken veel verschillende zorgverleners die gezamenlijk voor u zorgen. Voor u is het belangrijk om te weten wie dit zijn en wat u van hen mag verwachten. In deze folder leest u daar meer over.

Title: Afspraken binnen ZGT
Omdat uw chirurg niet steeds zelf in het ziekenhuis aanwezig is, zijn in ZGT afspraken gemaakt om ervoor te zorgen dat er voor u wel 24 uur per dag en zeven dagen per week optimale zorg is. Dat doen we gezamenlijk. Uw chirurg maakt deel uit van een behandelteam dat samen verantwoordelijk is voor uw zorg en behandeling.

Title: De hoofdbehandelaar (uw chirurg)
Op uw polsbandje en in uw medisch dossier kunt u zien wie uw hoofdbehandelaar is. Meestal is dit de chirurg die u opereert. Wanneer u met spoed wordt opgenomen kan het ook de chirurg zijn die dienst heeft op het moment dat u wordt opgenomen (dit hoeft niet de operateur te zijn). Als uw hoofdbehandelaar langere tijd afwezig is, kan het hoofdbehandelaarschap (tijdelijk) worden overgenomen door een andere chirurg.

Title: Wat doet de hoofdbehandelaar
Deze chirurg bepaalt op de belangrijke punten het beleid en draagt ook zorg voor continuïteit in het beleid van uw behandeling. Hij zorgt ervoor dat instructies binnen het team voor het verdere traject van behandeling en verzorging worden doorgegeven. Hierbij kunt u denken aan bijvoorbeeld afspraken na een operatie. Alle belangrijke afspraken zijn vastgelegd in het medisch dossier. Ook als uw hoofdbehandelaar afwezig is, zijn daardoor alle belangrijke afspraken bekend. De hoofdbehandelaar werkt samen met het behandelteam.

Title: Behandelteam
In het behandelteam zitten: 
- De hoofdbehandelaar (uw chirurg) 
- Andere chirurgen 
- Arts-assistenten (zaalarts) 
- Physician assistants 
- Verpleegkundig specialisten Elke dag wordt op de afdeling op een whiteboard of scherm aangegeven wie op die dag de superviserende chirurg, zaalarts, physician assistant of verpleegkundig specialist is.

Title: Wat doet het behandelteam
Het behandelteam draagt in goede onderlinge afstemming en met inachtneming van de instructie van de hoofdbehandelaar de 24- uurs zorg voor u als patiënt. Het team zorgt ervoor dat de instructies van de hoofdbehandelaar worden vervolgd. Verder bepaalt het behandelteam het beleid over de dagelijkse zorg. Onverwachte ontwikkelingen rapporteert het behandelteam aan uw hoofdbehandelaar.

Title: Visite
Dagelijks lopen collega’s van het behandelteam visite. Voor vragen over uw medische behandeling kunt u bij hen terecht. Minimaal twee keer per week loopt ook één van de chirurgen mee (in Almelo). In Hengelo loopt de chirurg vaak op een ander moment visite. Dat kan uw hoofdbehandelaar zijn, maar dat kan ook één van de andere chirurgen van het behandelteam zijn. De andere dagen loopt de zaalarts, physician assistant of verpleegkundig specialist alleen visite. Bij bijzonderheden wordt de superviserend medisch specialist ingeschakeld.

Title: Vragen
Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT via het telefoonnummer 088 708 78 78 Of via één van onderstaande telefoonnummers. Gastro- enterologische en oncologische chirurgie: 088 708 52 31 Mammachirugie: 088 708 52 32 Traumachirurgie: 088 708 52 33 Vaatchirurgie: 088 708 52 43"
