,Unnamed: 0,topic_id,filename,header,section_text,Document,Question,Answer
10,10,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Waar kan ik extra informatie vinden over opname op de Afdeling 4 west Neuro Care Unit in ZGT Almelo?,"U kunt extra informatie vinden in de informatiemap; CVA Keten Twente, die beschikbaar is tijdens uw opname."
11,11,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Welke specifieke informatie is beschikbaar in de informatiemap?,In de informatiemap kunt u informatie vinden over bijvoorbeeld de globale dagindeling en andere belangrijke zaken omtrent uw opname.
12,12,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Waar kan ik de globale dagindeling terugvinden?,De globale dagindeling is te vinden op het whiteboard in uw patiëntenkamer.
13,13,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Waar kan ik terecht voor meer informatie over CVA Keten Twente?,"U kunt de informatie vinden in de informatiemap, of u kunt het vragen aan uw zorgverleners."
14,14,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Wanneer kan ik de informatiemap inzien?,U kunt de informatiemap inzien tijdens uw opname op de Afdeling 4 west Neuro Care Unit in ZGT Almelo.
15,15,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Waar kan ik de informatiemap; CVA Keten Twente vinden?,De informatiemap is beschikbaar om terug te lezen tijdens uw opname.
16,16,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Welke informatie kan ik vinden op het whiteboard op de patiëntenkamer?,Op het whiteboard staat informatie over de globale dagindeling.
17,17,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Welke afdeling is verantwoordelijk voor het verstrekken van informatie aan patiënten en hun families?,Afdeling 4 west Neuro Care Unit (ZGT Almelo) is verantwoordelijk voor het verstrekken van informatie.
18,18,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Waar kan ik meer informatie vinden over de opname?,In de informatiemap; CVA Keten Twente.
19,19,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,48.0: Afdeling 4 west Neuro Care Unit (ZGT Almelo): Informatie: In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Welke informatie kan ik verwachten in de eerste dagen van mijn opname?,Tijdens de eerste dagen van uw opname zult u veel informatie ontvangen.
20,20,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Wat is de functie van het vruchtwater?,"De functie van het vruchtwater is om onder andere de groei en beweging van de baby mogelijk te maken, maar ook adembewegingen, drinken en slikken."
21,21,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Welk effect heeft het gebroken vliezen op de hoeveelheid vruchtwater?,Bij gebroken vliezen is er minder vruchtwater aanwezig.
22,22,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Wat voor bewegingen worden mogelijk gemaakt door het vruchtwater?,"Het vruchtwater maakt groei en beweging van de baby mogelijk, maar ook adembewegingen, drinken en slikken."
23,23,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Hoeveel vruchtwater is er aanwezig bij gebroken vliezen?,Bij gebroken vliezen is er minder vruchtwater aanwezig.
24,24,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Welke rol speelt het vruchtwater bij de ontwikkeling van de baby?,"Het vruchtwater speelt een belangrijke rol bij de ontwikkeling van de baby door het mogelijk maken van groei en beweging, adembewegingen, drinken en slikken."
25,25,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Wat is de functie van het vruchtwater?,"De functie van het vruchtwater is onder andere om groei en beweging mogelijk te maken van de baby, net zoals adembewegingen, drinken en slikken."
26,26,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Wat zijn de gevolgen van gebroken vliezen?,"Als de vliezen gebroken zijn, is er minder vruchtwater aanwezig."
27,27,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Hoe wordt ervoor gezorgd dat er voldoende vruchtwater blijft?,"Om ervoor te zorgen dat er voldoende vruchtwater blijft, wordt er regelmatig gecontroleerd op het niveau van het vruchtwater en kan er eventueel extra vruchtwater worden toegediend."
28,28,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Wat kan er gebeuren als er te weinig vruchtwater is?,"Als er te weinig vruchtwater is, kan dit problemen opleveren voor de groei en beweging van de baby."
29,29,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.","12.0: (Langdurig) gebroken vliezen: De functie van het vruchtwater: Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Wat is de belangrijkste reden om bij gebroken vliezen de zwangerschap te beëindigen?,De belangrijkste reden om bij gebroken vliezen de zwangerschap te beëindigen is om infecties te voorkomen die schadelijk kunnen zijn voor de baby en de moeder.
30,30,49.0,Acupunctuur  (Nocepta),Vergoeding,"Acupunctuur wordt niet vergoed vanuit de basisverzekering. U betaalt de kosten van € 55,60 vooraf aan de behandeling bij de secretaresse van de polikliniek Pijnbestrijding. Er staat een pin automaat bij de receptie. U krijgt een nota mee voor declaratie bij uw zorgverzekeraar. De vergoeding van de zorgverzekeraar is afhankelijk van hoe u verzekerd bent. Informeert u daarom vooraf bij uw zorgverzekeraar of deze behandeling wordt vergoed.","49.0: Acupunctuur  (Nocepta): Vergoeding: Acupunctuur wordt niet vergoed vanuit de basisverzekering. U betaalt de kosten van € 55,60 vooraf aan de behandeling bij de secretaresse van de polikliniek Pijnbestrijding. Er staat een pin automaat bij de receptie. U krijgt een nota mee voor declaratie bij uw zorgverzekeraar. De vergoeding van de zorgverzekeraar is afhankelijk van hoe u verzekerd bent. Informeert u daarom vooraf bij uw zorgverzekeraar of deze behandeling wordt vergoed.",Wordt acupunctuur vergoed vanuit de basisverzekering?,"Nee, acupunctuur wordt niet vergoed vanuit de basisverzekering."
31,31,49.0,Acupunctuur  (Nocepta),Vergoeding,"Acupunctuur wordt niet vergoed vanuit de basisverzekering. U betaalt de kosten van € 55,60 vooraf aan de behandeling bij de secretaresse van de polikliniek Pijnbestrijding. Er staat een pin automaat bij de receptie. U krijgt een nota mee voor declaratie bij uw zorgverzekeraar. De vergoeding van de zorgverzekeraar is afhankelijk van hoe u verzekerd bent. Informeert u daarom vooraf bij uw zorgverzekeraar of deze behandeling wordt vergoed.","49.0: Acupunctuur  (Nocepta): Vergoeding: Acupunctuur wordt niet vergoed vanuit de basisverzekering. U betaalt de kosten van € 55,60 vooraf aan de behandeling bij de secretaresse van de polikliniek Pijnbestrijding. Er staat een pin automaat bij de receptie. U krijgt een nota mee voor declaratie bij uw zorgverzekeraar. De vergoeding van de zorgverzekeraar is afhankelijk van hoe u verzekerd bent. Informeert u daarom vooraf bij uw zorgverzekeraar of deze behandeling wordt vergoed.",Wat zijn de kosten voor een acupunctuur behandeling?,"De kosten voor een acupunctuur behandeling bedragen € 55,60. Deze kosten moet u vooraf aan de behandeling betalen bij de secretaresse van de polikliniek Pijnbestrijding."
