,Unnamed: 0,topic_id,filename,header,section_text,Document,Question,Answer
10,10,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Wat is het telefoonnummer van de verpleegafdeling kindergeneeskunde in ziekenhuislocatie Almelo?,Het telefoonnummer van de verpleegafdeling kindergeneeskunde in ziekenhuislocatie Almelo is 088 708 44 50.
11,11,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Welke afdeling in ziekenhuislocatie Almelo is verantwoordelijk voor coloscopie bij kinderen?,De verpleegafdeling kindergeneeskunde is verantwoordelijk voor coloscopie bij kinderen in ziekenhuislocatie Almelo.
12,12,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Op welke locatie kan ik terecht voor een coloscopie bij mijn kind?,U kunt terecht op de verpleegafdeling kindergeneeskunde in ziekenhuislocatie Almelo voor een coloscopie bij uw kind.
13,13,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Wat is het belangrijkste telefoonnummer dat ik moet bellen voor vragen over coloscopie bij kinderen?,Het belangrijkste telefoonnummer dat u moet bellen voor vragen over coloscopie bij kinderen is het telefoonnummer van de verpleegafdeling kindergeneeskunde: 088 708 44 50.
14,14,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Welke afdeling in ziekenhuislocatie Almelo moet ik contacteren voor vragen over coloscopie bij kinderen?,U moet de verpleegafdeling kindergeneeskunde contacteren voor vragen over coloscopie bij kinderen in ziekenhuislocatie Almelo.
15,15,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Wat is het telefoonnummer van de verpleegafdeling kindergeneeskunde?,Het telefoonnummer van de verpleegafdeling kindergeneeskunde is 088 708 44 50.
16,16,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Bij welke ziekenhuislocatie is de verpleegafdeling kindergeneeskunde gevestigd?,De verpleegafdeling kindergeneeskunde is gevestigd op ziekenhuislocatie Almelo.
17,17,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Wat is de afdeling waar kinderen een coloscopie kunnen ondergaan?,De afdeling waar kinderen een coloscopie kunnen ondergaan is de verpleegafdeling kindergeneeskunde.
18,18,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Hoe kun je de verpleegafdeling kindergeneeskunde bereiken?,Je kunt de verpleegafdeling kindergeneeskunde bereiken via telefoonnummer 088 708 44 50.
19,19,0.0,Coloscopie bij kinderen,Verpleegafdeling kindergeneeskunde,Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,0.0: Coloscopie bij kinderen: Verpleegafdeling kindergeneeskunde: Ziekenhuislocatie Almelo Telefoonnummer 088 708 44 50,Is de coloscopie procedure beschikbaar voor kinderen op ziekenhuislocatie Almelo?,"Ja, de coloscopie procedure is beschikbaar voor kinderen op ziekenhuislocatie Almelo bij de verpleegafdeling kindergeneeskunde."
20,20,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Hoe kan ik contact opnemen met het ziekenhuis na de schildklieroperatie?,"Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32."
21,21,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Welk telefoonnummer moet ik bellen voor vragen over mijn schildklieroperatie?,U kunt tijdens kantooruren bellen naar het secretariaat van de chirurgen op telefoonnummer 088 708 52 31 of 088 708 52 32.
22,22,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Welk nummer moet ik bellen als er thuis problemen voordoen na de schildklieroperatie?,U kunt tijdens kantooruren contact opnemen met het secretariaat van de chirurgen op telefoonnummer 088 708 52 31 of 088 708 52 32.
23,23,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Wat is het telefoonnummer van het secretariaat van de chirurgen?,Het telefoonnummer is 088 708 52 31 of 088 708 52 32.
24,24,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Wanneer kan ik bellen naar het secretariaat van de chirurgen?,U kunt tijdens kantooruren bellen naar het secretariaat van de chirurgen op telefoonnummer 088 708 52 31 of 088 708 52 32.
25,25,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Bij wie kan ik terecht met vragen of problemen na de schildklieroperatie?,U kunt tijdens kantooruren contact opnemen met het secretariaat van de chirurgen via telefoonnummer 088 708 52 31 of 088 708 52 32.
26,26,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Welk telefoonnummer kan ik bellen voor vragen of problemen na de schildklieroperatie?,Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen op 088 708 52 31 of 088 708 52 32.
27,27,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Kan ik na de schildklieroperatie thuis nog terecht met vragen of problemen?,"Ja, als u thuis nog vragen heeft of problemen ondervindt, kunt u contact opnemen met het ziekenhuis. Hieronder vindt u de contactgegevens."
28,28,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Welk telefoonnummer moet ik bellen voor vragen of problemen na de schildklieroperatie?,Bij vragen of problemen kunt u tijdens kantooruren bellen naar het secretariaat van de chirurgen op 088 708 52 31 of 088 708 52 32.
29,29,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Wat moet ik doen als ik na de schildklieroperatie thuis problemen heb?,"Als u thuis problemen ondervindt na de schildklieroperatie, kunt u contact opnemen met het ziekenhuis via het secretariaat van de chirurgen. Zie bovenstaande contactgegevens."
