,topic_id,filename,header,section_text,Document,Question,Answer
10,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Welk telefoonnummer kan ik bellen als ik na de schildklieroperatie thuis vragen of problemen heb?,"Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32."
11,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Hoe kan ik contact opnemen met het ziekenhuis als ik thuis problemen heb na de schildklieroperatie?,"U kunt tijdens kantooruren bellen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32."
12,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Wat is het telefoonnummer van het secretariaat van de chirurgen?,Het telefoonnummer van het secretariaat van de chirurgen is 088 708 52 31 of 088 708 52 32.
13,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Wanneer kan ik bellen naar het secretariaat van de chirurgen voor vragen na de schildklieroperatie?,"U kunt tijdens kantooruren bellen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32."
14,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Welk specifiek telefoonnummer kan ik bellen bij vragen of problemen na de schildklieroperatie?,"Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32."
15,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Kan ik na de schildklieroperatie contact opnemen met het ziekenhuis als ik thuis vragen of problemen heb?,"Ja, als u na de operatie thuis nog vragen heeft of zich thuis problemen voordoen, kunt u contact opnemen met het ziekenhuis."
16,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Hoe kan ik contact opnemen met het ziekenhuis na de schildklieroperatie?,Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen op telefoonnummer 088 708 52 31 of 088 708 52 32.
17,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Welk telefoonnummer moet ik bellen tijdens kantooruren als ik vragen heb na de schildklieroperatie?,U kunt tijdens kantooruren contact opnemen met het secretariaat van de chirurgen op telefoonnummer 088 708 52 31 of 088 708 52 32.
18,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Kan ik het secretariaat van de chirurgen bereiken als ik vragen heb na de schildklieroperatie?,"Ja, u kunt tijdens kantooruren het secretariaat van de chirurgen bereiken op telefoonnummer 088 708 52 31 of 088 708 52 32."
19,0.0,Schildklieroperatie,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.","0.0: Schildklieroperatie: Vragen: Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 of 088 708 52 32.",Moet ik bellen naar het secretariaat van de chirurgen als ik problemen heb na de schildklieroperatie?,"Ja, als u zich thuis problemen voordoen na de operatie, kunt u tijdens kantooruren bellen naar het secretariaat van de chirurgen op telefoonnummer 088 708 52 31 of 088 708 52 32."
