,Unnamed: 0,topic_id,filename,header,section_text,Document,Question,Answer
25,25,1,Vloeibare voeding na (sub)totale maagresectie,Warme maaltijd,"Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten","1: Vloeibare voeding na (sub)totale maagresectie: Warme maaltijd: Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten",Hoe kan ik een warme maaltijd bereiden na (sub)totale maagresectie?,"Naar eigen inzicht kunt u een warme maaltijd bereiden van gemalen vlees, vis of kip met groente en aardappelen. U kunt gebruik maken van kruiden en specerijen, ui of tomaat om de voeding op smaak te brengen. Alles kan gemalen worden in een keukenmachine en zo nodig verdunnen met bouillon of jus."
26,26,1,Vloeibare voeding na (sub)totale maagresectie,Warme maaltijd,"Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten","1: Vloeibare voeding na (sub)totale maagresectie: Warme maaltijd: Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten",Welke voedingsmiddelen kunnen makkelijk gemalen worden na een (sub)totale maagresectie?,"Voedingsmiddelen die makkelijk gemalen kunnen worden zijn onder andere: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes)."
27,27,1,Vloeibare voeding na (sub)totale maagresectie,Warme maaltijd,"Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten","1: Vloeibare voeding na (sub)totale maagresectie: Warme maaltijd: Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten",Welke menucombinaties kan ik bereiden na een (sub)totale maagresectie?,"Enkele voorbeelden van menucombinaties die u kunt bereiden zijn: Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk, rijst met goulash, paprika, tomaat en bouillon, gemalen rookworst, stamppot boerenkool en bouillon, visragout, worteltjes, aardappelpuree en melk, spaghetti bolognese met extra saus, paprika, ui en courgette, kipragout, bietjes, aardappelen en bouillon, bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes, gemalen runderlapje, sperziebonen, aardappelen en jus, rijst met gehakt in roomsaus en doperwten."
28,28,1,Vloeibare voeding na (sub)totale maagresectie,Warme maaltijd,"Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten","1: Vloeibare voeding na (sub)totale maagresectie: Warme maaltijd: Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten",Welke specifieke termen en benamingen moet ik gebruiken bij het genereren van vragen?,Bij het genereren van vragen moet u specifieke termen en benamingen uit het document gebruiken in plaats van algemene termen zoals 'dit onderzoek' of 'die procedure'. Verwijs direct naar de procedure of het document met de exacte naam om nauwkeurigheid en duidelijkheid in de vragen te waarborgen.
29,29,1,Vloeibare voeding na (sub)totale maagresectie,Warme maaltijd,"Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten","1: Vloeibare voeding na (sub)totale maagresectie: Warme maaltijd: Naar eigen inzicht kan een warme maaltijd gemaakt worden van vlees, vis of kip met groente en aardappelen. Voor het op smaak maken van de voeding kunt u gebruik maken van bijvoorbeeld kruiden en specerijen, ui of tomaat. U kunt alles malen in een keukenmachine en zo nodig verdunnen met bouillon of jus. Voeding die makkelijk kan worden gemalen: gehakt, gestoofde vis, aardappelpuree, diepvriesgroente (bijvoorbeeld spinazie), fijngemaakte stamppot, soep uit blik of pakje, peulvruchtensoep (bijvoorbeeld erwtensoep), kant en klare babyvoeding (potjes). Voorbeelden van menucombinaties die u kunt bereiden: 
- Ham, koolraap, aardappelen, kaas (smeltkaas of korstloze kaas) en melk 
- Rijst met goulash, paprika, tomaat en bouillon 
- Gemalen rookworst, stamppot boerenkool en bouillon 
- Visragout, worteltjes, aardappelpuree en melk 
- Spaghetti bolognese met extra saus, paprika, ui en courgette 
- Kipragout, bietjes, aardappelen en bouillon 
- Bruine bonen met gehakt en extra saus, gezeefde paprika en appelmoes 
- Gemalen runderlapje, sperziebonen, aardappelen en jus 
- Rijst met gehakt in roomsaus en doperwten",Wat moet ik vermijden bij het genereren van vragen?,Vermijd algemeenheden en zorg ervoor dat elke vraag direct gerelateerd is aan de verstrekte documentinformatie.
30,30,1,Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers,Niet toegestaan ,"Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room","1: Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers: Niet toegestaan : Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room",Wat zijn voorbeelden van voedingsmiddelen die niet toegestaan zijn bij gebruik van niet-selectieve MAO-remmers?,"Voorbeelden van voedingsmiddelen die niet toegestaan zijn bij gebruik van niet-selectieve MAO-remmers zijn Marmite, Vetamite gistextract pasta, Tartex en zoete en zoute drop (maximaal 50 gram)."
31,31,1,Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers,Niet toegestaan ,"Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room","1: Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers: Niet toegestaan : Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room",Welke invloed heeft glycyrrhizinezuur op de bloeddruk?,Glycyrrhizinezuur kan een verhoging van de bloeddruk veroorzaken.
32,32,1,Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers,Niet toegestaan ,"Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room","1: Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers: Niet toegestaan : Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room",Welke voedingsmiddelen zijn beperkt toegestaan bij gebruik van niet-selectieve MAO-remmers?,"Voorbeelden van voedingsmiddelen die beperkt toegestaan zijn bij gebruik van niet-selectieve MAO-remmers zijn pindakaas, jam, hagelslag, sandwichspread, stroop en reformartikelen zoals ginseng producten en Sint-janskruid."
33,33,1,Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers,Niet toegestaan ,"Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room","1: Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers: Niet toegestaan : Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room",Wat zijn voorbeelden van voedingsmiddelen die onbeperkt toegestaan zijn bij gebruik van niet-selectieve MAO-remmers?,"Voorbeelden van voedingsmiddelen die onbeperkt toegestaan zijn bij gebruik van niet-selectieve MAO-remmers zijn zuurdesembrood, vitaminepreparaten in dosering hoger dan ADH*, L-tryptofaan, sportvoedingspreparaten met weipoeder/aminozuren, producten met probiotica, Dampo bij droge hoest, Otrivin en vergelijkbare neussprays die xylometazoline bevatten, noten en pinda's, noodles instant in beker of zakje (met kruiden/groente/kip), sportrepen, noga, marsepein, bouillon tabletten, boemboe, boter, crème fraiche, kookroom en zure room."
34,34,1,Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers,Niet toegestaan ,"Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room","1: Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers: Niet toegestaan : Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room",Welke voedingsmiddelen kunnen een verhoging van de bloeddruk veroorzaken bij gebruik van niet-selectieve MAO-remmers?,"Voedingsmiddelen die een verhoging van de bloeddruk kunnen veroorzaken bij gebruik van niet-selectieve MAO-remmers zijn onder andere Marmite, Vetamite gistextract pasta, Tartex, zoete en zoute drop (maximaal 50 gram) en reformartikelen zoals ginseng producten en Sint-janskruid."
35,35,1,Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers,Niet toegestaan ,"Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room","1: Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers: Niet toegestaan : Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room",Welke voedingsmiddelen zijn niet toegestaan bij het gebruik van niet-selectieve MAO-remmers?,"Marmite, Vetamite gistextract pasta, Tartex, Zoete en zoute drop van maximaal 50 gram, Pindakaas, Jam, Hagelslag, Sandwichspread, Stroop, Reformartikelen zoals ginseng producten, Sint-janskruid, Zuurdesembrood, Vitaminepreparaten in dosering hoger dan ADH, L-tryptofaan, Sportvoedingspreparaten met weipoeder/aminozuren, Producten met Probiotica, Dampo bij droge hoest, Otrivin en vergelijkbare neussprays die xylometazoline bevatten, Noten en pinda's, Noodles instant in beker of zakje (met kruiden/groente/kip), Sportrepen, Noga, Marsepein, Bouillon tabletten, Boemboe, Boter, Crème fraiche, kookroom en zure room."
36,36,1,Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers,Niet toegestaan ,"Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room","1: Voedingsadviezen bij gebruik van niet-selectieve MAO-remmers: Niet toegestaan : Beperkt toegestaan Onbeperkt toegestaan  Marmite  Vetamite gistextract pasta  Tartex  Zoete en zoute drop maximaal 50 gram. Vanwege invloed op de bloeddruk (glycyrrhizinezuur)  Pindakaas  Jam  Hagelslag  Sandwichspread  Stroop  Reformartikelen zoals ginseng producten, Sint- janskruid  Zuurdesembrood  Vitaminepreparaten in dosering hoger dan ADH*  L-tryptofaan  Sportvoedingspreparaten met weipoeder/aminozuren  Producten met Probiotica  Dampo bij droge hoest  Otrivin en vergelijkbare neussprays die xylometazoline bevatten  Noten en pinda’s  Noodles instant in beker of zakje (met kruiden/groete/kip)  Sportrepen  Noga  Marsepein  Bouillon tabletten  Boemboe  Boter  Crème fraiche, kookroom en zure room",Welke voedingsmiddelen zijn beperkt toegestaan bij het gebruik van niet-selectieve MAO-remmers?,Geen voedingsmiddelen zijn beperkt toegestaan bij het gebruik van niet-selectieve MAO-remmers.
