topic_id,filename,header,section_text
22,Adalimumab (Humira) bij IBD,Algemeen,De oorzaak van ziekte van de ziekte van Crohn en colitis ulcerosa is niet bekend. Elke behandeling met medicijnen is gericht op het onderdrukken van ontstekingsreacties. Hierdoor verminderen de klachten en is de kans op complicaties kleiner. Medicijnen kunnen de darmontsteking onderdrukken maar deze kunnen de ziekte niet definitief genezen. Na het afbouwen van of stoppen met medicijnen kunnen de klachten weer terugkomen.
23,Borstoperatie met prothese,Welke voorzorgsmaatregelen gelden er bij het gebruik van neuszalf?,"Vermijd contact met de ogen en laat het middel niet in de mond komen, in verband met mogelijke irritatie. Als er toch zalf in de ogen komt, spoel de ogen dan direct uit met water."
20,Abatacept per infuus,Wijze van toediening,"Abatacept wordt toegediend via een infuus in de arm. Dit duurt ongeveer één uur en vindt in locatie Almelo plaats op afdeling dagopname (routenummer 1.4) en in locatie Hengelo op afdeling kort verblijf (routenummer 1.17). Het infuus blijft na toediening nog een uur zitten, om eventuele overgevoeligheidsreacties zo nodig snel te kunnen behandelen. Daarna wordt het infuus verwijderd en kunt u naar huis. Twee en vier weken na het eerste infuus krijgt u opnieuw een toediening. Daarna wordt abatacept elke vier weken toegediend. Als abatacept bij u goed werkt dan kan het voor onbepaalde tijd worden gegeven."
33,Bipolaire enucleatie van de prostaat,Na de operatie,"Na de operatie verblijft u tijdelijk op de uitslaapkamer. Zodra de anesthesist akkoord geeft, haalt de afdelingsverpleegkundige u op. U heeft een infuus waarmee vocht en eventueel medicatie kan worden toegediend en een blaaskatheter met eventueel een spoelsysteem. De urine kan soms bloederig zijn omdat de prostaat zeer veel kleine bloedvaatjes heeft die na de operatie weer gemakkelijk kunnen gaan bloeden. Hoe lang de urine bloederig blijft verschilt per persoon. Dit is ook afhankelijk van hoeveel u drinkt. De katheter is een slangetje dat normaal niet in het lichaam hoort. De blaas kan proberen het slangetje ‘uit te plassen’, waardoor u zogenaamde blaaskrampen kunt ervaren. U krijgt dan het gevoel dat u erg nodig naar het toilet moet. Ook kunt u pijn ervaren die uitstraalt naar het topje van de penis. Deze krampen kunnen met medicatie worden bestreden, laat uw verpleegkundige dus weten wanneer u hier last van heeft. Indien uw situatie het toestaat, mag u de dag van de operatie alweer uit bed."
30,Benzocaïne,6. BenzocaïneWat is benzocaïne en waar vind je het?,"Benzocaïne is een bekend en veel gebruikt lokaal anestheticum (verdovingsmiddel). Het wordt gebruikt in farmaceutische preparaten en soms in cosmetica. (Tand)Artsen gebruiken benzocaïne, voornamelijk op de slijmvliezen zoals in de mond, om de huid gevoelloos te maken voor een injectie."
43,Alvleesklierontsteking (pancreatitis),Wat is de pancreas (alvleesklier)?,"De pancreas is een orgaan dat dwars achter in de buik ligt. Het is ongeveer vijftien cm lang en één tot drie cm dik. De 'kop' van dit orgaan ligt in de binnenbocht van de twaalfvingerige darm, het 'lichaam' en de 'staart' liggen voor de wervelkolom en de grote bloedvaten achter in de buik. Aan de bovenkant ligt de pancreas tegen de maag, aan de onderkant tegen de dunne darm. De pancreas is opgebouwd uit cellen die hormonen maken (bijvoorbeeld insuline en glucagon) en uit cellen die enzymen maken (onder andere amylase, lipase, trypsine). De pancreashormonen worden afgegeven in het bloed en zorgen ervoor dat het bloedsuikergehalte binnen normale waarden blijft. Als de hormoonproductie te laag is, ontstaat er suikerziekte (diabetes). De pancreasenzymen zijn van groot belang voor de spijsvertering. Wanneer te weinig enzymen worden geproduceerd, ontstaan stoornissen in de vertering van suikers (door amylase), vetten (door lipase) en eiwitten (door trypsine). Bij ernstige enzymtekorten zal zich dat uiten in grote hoeveelheden brijige grijze dunne ontlasting en gewichtsverlies. In de pancreas kunnen zich ontstekingsreacties voordoen. Als dat snel en plotseling gebeurt is er sprake van een 'acute' pancreatitis. De ontsteking kan ook milder zijn en zich bij herhaling voordoen. In dat geval spreken we van een 'chronische' pancreatitis."
18,Bronchoscopie,Belangrijk!,"Vertel uw behandelend medisch specialist van tevoren of u geneesmiddelen gebruikt, of u allergisch bent voor geneesmiddelen of verdoving. Indien u Sintrom of andere bloedverdunners gebruikt dient u dit in overleg met uw behandelend medisch specialist ………… dagen voor het onderzoek te stoppen. Heeft u diabetes en gebruikt u gewoonlijk insuline, dan mag u de ochtend van het onderzoek geen insuline spuiten. Neem de insulinepen wel mee naar het ziekenhuis. Overige medicijnen dient u met zo weinig mogelijk water in te nemen."
37,Abatacept onderhuidse injectie,Reizen en vaccinaties (inentingen),"Griepvaccinatie,coronavaccinatie,pneumo kokkenvaccinatie Kunt u veilig laten toedienen tijdens de behandeling met reumaremmers aangezien het geen levend verzwakt vaccin bevat. Toediening hiervan wordt zelfs aanbevolen. Reisvaccinaties Heeft u een reis naar een (tropisch) land in de planning waarvoor reisvaccinaties nodig zijn (denk aan gebieden als Afrika en Zuid- Amerika) of gaat u naar een land zonder goede medische en hygiënische voorzieningen? In dat geval is het verstandig om uw reumatoloog of reumaverpleegkundige tijdig (zo mogelijk één jaar van te voren) hiervan op de hoogte te stellen. Het reizen naar landen waarvoor toediening van een ‘levend verzwakte vaccinatie’ vereist is of waar bepaalde besmettelijke ziekten zoals TBC (tuberculose) en gele koorts voorkomen, wordt afgeraden. Tijdens het gebruik van abatacept mag u geen ‘levend verzwakte vaccinaties’ toegediend krijgen. Voorbeelden hiervan zijn vaccinaties tegen gele koorts, pokken, poliovirus, BCG (tegen tuberculose) en BMR (tegen bof, mazelen en rode hond). Door reumaremmers kunnen vaccinaties minder effectief zijn. Uw reumatoloog, reumaverpleegkundige en/of degene die de vaccinaties zal toedienen kan u meer uitleg en adviezen hierover geven."
25,"Anale huidzwellingen, het verwijderen van (excisie anale skintags)",Voorbereiding op de operatie,Voorafgaand aan de operatie hoeft u thuis geen dieet te volgen of andere voorbereidingen te treffen. U wordt op de dag van de operatie opgenomen. Het is belangrijk dat u op de dag van de operatie nuchter bent. Wat dit voor u betekent leest u in de folder die u krijgt van de polikliniek preoperatieve screening en anesthesie .
44,Aspirine neusprovocatie,B-Blockers,"48 uur van tevoren staken, altijd in overleg met allergoloog. Acebutalol Metoprplol Atenolol Nebilet Bisoprolol Nebivolol Carvedilol Oxprenolol Celiprolol Pindolol Dilanorm Propanolol Emcor Sectral Eucardic Selokeen Kerlon Sotalol Labetalol Viskeen"
60,Borstreconstructie door weefseloprekking (tissue expander),Voor de operatie,Roken verhoogt de kans op complicaties. Wij verwachten van u dat u vier weken voor en vier weken na de operatie niet rookt. Nicotine vernauwt de bloedvaten waardoor de wondgenezing kan worden vertraagd. Om die reden zijn nicotinepleisters en e-sigaretten met nicotine geen alternatief. De eerste zes weken na de operatie moet u dag en nacht een stevige sportbeha (beha zonder beugels dragen. Neem de beha mee als u opgenomen wordt. De gevolgen van een wondinfectie bij een prothese zijn moeilijk te behandelen. Als voorbereiding op de operatie moet u Hibiscrub zeep en Bactroban neuszalf gebruiken. Door het gebruik van neuszalf en de desinfecterende zeep wordt de kans op infecties verkleind. In de bijgevoegde folder leest u hoe u de Hibiscrub zeep en Bactroban neuszalf gebruikt.
1,Aambeien (heamorroiden),Wat kunt u mogelijk zelf doen om aambeien te voorkomen?,"Aambeien kunnen veel klachten veroorzaken en daarom is het beter om het (opnieuw) uitzakken van aambeiweefsel te voorkomen. Hiervoor gelden de volgende adviezen en leefregels: 
- Eet gezond en gevarieerd. Eet vezelrijk (granen, fruit en groenten). Voor extra informatie zie folder ‘Vezelverrijkte voeding’. Drink minstens 1½ à 2 liter per dag. Dit houdt de stoelgang soepel. 
- Ga direct naar het toilet als u aandrang heeft. Anders wordt de ontlasting droger en harder. Stel uw stoelgang dus niet uit. Voorkom hard persen en langdurig toiletbezoek. Probeer te ontspannen als u op het toilet zit. 
- Ga bij jeuk of een branderig gevoel niet overdadig wassen met zeep. Dit kan jeuk en irritatie veroorzaken en/of verergeren. Wel helpt het om de anus met lauw water af te spoelen en daarna goed droog te deppen of de anus te reinigen met zoete olie. Gebruik alleen zacht toiletpapier en geen vochtig toiletpapier. Overgevoeligheid voor bepaalde bestanddelen komt vaak voor. 
- Regelmatig een warm bad zorgt ervoor dat de anus zich kan ontspannen. Ook als er klachten zijn als branderigheid, pijn, jeuk en eczeem rond de anus is een warm zitbad een goed middel ter bestrijding van de klachten (hygiëne). Probeer niet te krabben. Gebruik katoenen ondergoed, dat absorbeert beter en beschadigd de huid minder. 
- LET OP: bij bepaalde zalven en zetpillen. Deze kunnen de pijn, branderigheid en/of de jeuk doen verzachten of (tijdelijk) verdwijnen, maar zullen de aambeien zelf niet doen verdwijnen. 
- Zorg voor voldoende lichaamsbeweging, zeker als u een zittend leven leidt. En als u te zwaar bent, probeer wat af te vallen. 
- Probeer het uitgezakte aambeiweefsel (als u dat heeft) voorzichtig naar binnen te duwen. Soms kan de pijn daardoor verminderen en is er minder kans op inklemming en stuwing in de bloedvaten."
13,Abatacept onderhuidse injectie,Mogelijke bijwerkingen abatacept,"Bijwerkingen kunnen optreden. Meest voorkomend 
- Huiduitslag of jeuk op de plaats van de injectie. Dit is vrijwel altijd mild en op den duur verdwijnen de klachten bij de meeste patiënten. 
- Hoofdpijn, duizeligheid, buikpijn, misselijkheid, diarree en vermoeidheid 
- Milde infecties zoals verkoudheid, griep en blaasontsteking. Soms/zelden voorkomend 
- Bloeddrukverhoging, blozen of opvliegers. 
- Overgevoeligheidsreacties zoals al dan niet jeukende huidafwijkingen, moeilijk ademhalen, pijn op de borst, rillerigheid of lage bloeddruk. Bij ernstigere verschijnselen wordt het gebruik vaak gestopt. 
- Ernstige infecties."
24,Acnes operatie,Behandeling,"Omdat de pijn zo verschilt per persoon is er niet één behandeling voor ACNES. Sommige patiënten zijn al gerustgesteld nadat deze diagnose is gesteld. Zij kunnen met behulp van adviezen hun activiteiten aanpassen op de pijn. Wanneer de pijn het dagelijks leven toch ernstig verstoort, wordt er wel een behandeling voorgesteld. Grofweg zijn er twee behandelmogelijkheden: (verdovende) injecties of een operatie. Zenuwblokkade Bij sommige pijnproblemen probeert de arts eerst door één of meer injecties vast te stellen welke zenuw de pijn veroorzaakt. Met lokale injecties wordt de beknelde zenuwtak als het ware verdoofd (zenuwblokkade). Het verdovingsmiddel in deze injectie werkt drie tot acht uur. Gedurende die tijd moet u zelf goed opletten of de pijn vermindert en of uw dagelijkse activiteiten nu beter verlopen. Vaak werkt dit direct en zijn patiënten zeer opgelucht. Meestal raakt de verdoving na een aantal uren uitgewerkt. Opvallend is echter dat bij een belangrijk deel van de mensen het pijnstillende effect langer aanhoudt dan de bekende werkingsduur van de ingespoten verdoving. Sommigen melden zelfs dagen tot weken. Bij de mensen bij wie de pijn terugkeert, stellen wij voor om herhaalde injecties te doen. Het uiteindelijke resultaat van de behandeling is meestal pas na een paar dagen tot weken goed te beoordelen. Wij zullen u na enkele weken op de polikliniek terug zien of telefonisch contact met u opnemen om het resultaat van de behandeling te bespreken. Wij kunnen niet garanderen dat u van de pijn afkomt. Het kan zijn dat uw pijnklacht niet met deze injectietherapie kan worden behandeld. Behandeling van pijnklachten die reeds langere tijd bestaan, is vaak een complex en moeizaam verlopend proces. Indien de pijn niet of nauwelijks vermindert en alternatieve behandelingen niet werken, kan eventueel een operatie uitgevoerd worden. De operatieve behandeling De operatie vindt meestal plaats onder algehele narcose. Voor de operatie wordt het pijnpunt zorgvuldig met een stift aangegeven. Op deze plaats wordt een kleine dwarse snede in de huid gemaakt. De betreffende zenuw wordt in eerste instantie los gemaakt van de spierbekleding. Op de plaats waar de zenuw door de rechte buikspier loopt, wordt de zenuw doorgesneden. Aan het einde van de operatie worden de wonden plaatselijk verdoofd. Na de operatie is de pijn daardoor meestal goed te verdragen, vooral in combinatie met pijnstillers thuis zoals voorgeschreven. Het is een relatief kleine ingreep die in principe in dagbehandeling kan plaatsvinden. Effect van de operatie De meeste patiënten zijn na de ingreep vrijwel direct van de oorspronkelijke pijn af. Soms duurt het langer voordat de pijn verdwijnt, de pijn dooft dan als het ware uit. Het pijnsysteem moet dan na lange tijd langzaam tot rust komen. Bij een deel van de patiënten, blijkt de operatie geen effect te hebben gehad. Dit kan pas na enkele weken, wanneer de wond goed genezen is, beoordeeld worden. Er kan dan gekozen worden voor een tweede operatie waarbij de zenuw als het ware dieper wordt doorgeknipt."
50,"Angiografie, dotterbehandeling en_of stentplaatsing",Stentplaatsing,"Indien een dotterbehandeling onvoldoende resultaat geeft zal de interventieradioloog beoordelen of een stent geplaatst kan worden. Een stent is een buisje van metaal (legering) dat het bloedvat openhoudt. Een stent blijft in tegenstelling tot een dotterballon in uw lichaam achter. Als de behandeling klaar is, wordt het werkbuisje verwijderd. Het ontstane gaatje in de slagader wordt 10 tot 15 minuten met de hand dichtgedrukt of wordt door middel van een soort plugje gesloten. De manier van sluiten van het gaatje is afhankelijk van de conditie van de slagader ter plaatse van de aanprikplaats."
9,Aambeien (heamorroiden),Wat zijn geen aambeien?,"Regelmatig zitten er aan de rand van de anus uitpuilende huidflapjes/huidplooitjes. Ze worden ook wel skintags of marisken genoemd. Soms zijn ze erg opvallend maar zijn onschuldig van aard. Deze skintags worden in principe niet chirurgisch verwijderd. Zij bevinden zich namelijk rondom de anus (operatie geeft littekenvorming en mogelijk vernauwing en verlies van vocht/dunne ontlasting) en komen regelmatig weer terug. Soms geven de skintags wel klachten door zwelling of omdat ze hinderen bij het schoonmaken van de anus, dan moet de medisch specialist of verpleegkundig specialist bekijken of een operatie toch noodzakelijk/mogelijk is. Anale kloofjes zijn kleine wondjes in de huid van het anale kanaal. Deze wondjes veroorzaken vaak een heftige, scherpe pijn tijdens en na de stoelgang. Ze worden ook wel anale fissuren genoemd. Soms is deze pijn zo hevig, dat u zich nauwelijks meer durft te ontlasten. Anale fissuren zijn soms hardnekkig en chronisch van aard. In eerste instantie wordt de anale fissuur behandeld met een crème. Voor uitgebreide informatie over een anale fissuur zie folder ‘Anale fissuur’. Soms bestaan er wratachtige afwijkingen rondom de anus. Dit zijn zogenaamde condylomen (wratten) en worden veroorzaakt door een (seksueel) overdraagbaar virus. Soms is een behandeling door chirurg of dermatoloog noodzakelijk, maar vaak gaan ze vanzelf weer weg."
11,Adviezen toiletgedrag ontlasten,Adviezen ten aanzien van het ontlasten,"In deze folder krijgt u informatie over hoe u het beste naar het toilet kunt gaan voor het ontlasten. Goed toiletgedrag is belangrijk voor het goed functioneren van uw darmen en kan bijdragen aan een goede gezondheid. Ga naar het toilet zodra u aandrang voelt en stel het niet uit. Aandrang kan bijvoorbeeld ontstaan binnen een half uur na de maaltijd, na het ontwaken of na het drinken van koffie. Aandrang voor ontlasting uitstellen, betekent vaak dat de aandrang verdwijnt en voorlopig niet meer terugkomt. Dit kan tot verstopping leiden. Neem altijd rustig de tijd om naar het toilet te gaan. Hoe rustiger, hoe effectiever. Een normale frequentie voor ontlasting varieert van 3x per dag tot 1x per 3 dagen."
15,Ambulante flebectomie volgens Müller,Na de behandeling,"Houd na de behandeling rekening met het volgende. 
- U heeft een steunkous om. Deze kous dient u de eerste twee dagen dag en nacht te dragen. Laat de wattenstreng ook deze twee dagen onder de kous zitten. 
- Hierna draagt u de kous nog drie dagen, alleen overdag. Trek de kous aan bij het opstaan, trek de kous uit bij het naar bed gaan. In totaal draagt u de kous dus vijf dagen. Dit is belangrijk voor het slagen van de behandeling. 
- De kous mag niet nat worden. Als u wilt douchen, adviseren wij u om een vuilniszak om het been te doen en deze dan af te plakken."
57,Aambeien (heamorroiden),Zijn er nog (aanvullende) onderzoeken nodig?,"De klachten die aambeien kunnen geven, kunnen ook voorkomen bij andere afwijkingen van de endeldarm of de anus. Het is daarom belangrijk dat er goed onderzoek wordt verricht en gekeken wordt naar de anus, het anale kanaal en het begin van de endeldarm. Dit onderzoek noemen we een proctoscopie. Zo nodig moet de gehele darm bekeken worden. Dit noemen we een coloscopie. Dit komt vooral voor bij patiënten boven de vijftig jaar. Bij jongere patiënten is over het algemeen het onderzoek van de anus en het anale kanaal voldoende."
6,Amandelen verwijderen (tonsillectomie) bij volwassenen,Wat zijn de amandelen en wat is hun functie?,"Amandelen zijn een onderdeel van het lymfekliersysteem van het lichaam. De lymfeklieren hebben een belangrijke taak in de bestrijding van infecties: ze vangen binnendringende ziekteverwekkers op en maken deze onschadelijk. In de overgang van de mond/neus naar de keel is veel van dit lymfeklierweefsel te vinden. Op sommige plaatsen is het weefsel verdikt; dit zijn de amandelen. Ze zitten achter de neus, in de keel en achter op de tong. De neusamandel (adenoïd) zit in de ruimte achter het zachte gehemelte, boven in de neus-keelholte. Deze amandel is vooral bij jonge kinderen aanwezig. Na het achtste jaar wordt hij steeds kleiner, maar soms blijft de neusamandel tot op latere leeftijd bestaan. 1. neusamandel 2. neus-keelholte 3. buis van Eustachius 4. opening van de buis van Eustachius De keelamandelen (tonsillen) zijn zichtbaar als knobbels links en rechts achter in de keel. Midden tussen de keelamandelen hangt de huig, het aanhangsel van het zachte gehemelte. De tongamandel gaat aan de zijkanten van de tong over in de keelamandelen."
14,Acupunctuur  (Nocepta),Bijwerkingen en complicaties,"- Bloeduitstorting 
- Allergische reactie 
- Klaplong (uiterst zeldzaam en alleen bij bepaalde punten risico aanwezig) 
- Infectie (uiterst zeldzaam)"
19,Adviezen toiletgedrag ontlasten,Toilethouding en toiletgedrag,"- Ga goed op de toiletbril zitten, de billen moeten goed contact maken met de toiletbril. Het is niet de bedoeling dat u op het puntje gaat zitten of er boven gaat hangen. 
- De voeten moeten plat op de grond steunen, als dit niet lukt, gebruik dan een opstapje of een voetenbankje. 
- Laat uw broek zakken tot op uw enkels, zodat u wat wijdbeens kunt gaan zitten en steun met de ellebogen op uw bovenbenen. 
- Ga ontspannen op het toilet zitten, met een iets bolle onderrug."
45,Abatacept onderhuidse injectie,Abatacept (Orencia®) per infuus,"Uw reumatoloog heeft u abatacept voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een biologische reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek."
17,Adalimumab (Humira) bij IBD,Werkwijze,"- Haal de voorgevulde pen 10 minuten voor de inspuiting uit de koelkast. 
- Zorg voor een rustige omgeving. 
- Controleer op het medicatieoverzicht de datum van injecteren. 
- Controleer bij de Humira voorgevulde pen de houdbaarheidsdatum en dosering. 
- Was uw handen. 
- Bepaal de prikplaats. 
- Reinig de huid op de gekozen injectieplaats met behulp van bijgeleverd alcoholgaasje. Raak de ontsmette huid niet meer aan voor de inspuiting. 
- Verwijder eerst de grijze dop en vervolgens de bordeaux dop. Pas op; druk niet op de bordeaux activeringsknop voordat de pen goed op de huid is geplaatst. 
- Neem de schoongemaakte huid vast in een plooi en plaats, met de andere hand, de voorgevulde pen in een rechte hoek (90 graden) op de huid, zodanig dat u het venster kunt zien. 
- Duw op de bordeaux knop en hoor een luide “klik”. 
- Blijf duwen en tel 10 seconden. 
- De injectie is klaar als de gele indicator volledig zichtbaar is en niet meer beweegt. 
- Trek daarna de voorgevulde pen rechtop van de injectieplaats. 
- Druk een gaasje gedurende 10 seconden op de injectieplaats totdat het eventuele bloeden is gestopt. Wrijf niet op de injectieplaats, breng eventueel een pleister aan. 
- Gebruik de voorgevulde pen nooit opnieuw! 
- Gooi, na het injecteren, de gebruikte voorgevulde pen direct in de speciale container."
