topic_id,filename,header,section_text
59.0,Afdeling 3 zuid (ZGT Almelo),VOD (voorlopige ontslagdatum),"Op de afdeling longgeneeskunde werken we met een VOD. Dit houdt in dat de longarts/arts-assistent al direct bij opname een ontslagdatum vaststelt. Dit is een streefdatum waar we met u naar toe werken. Dagelijks wordt in de artsenvisite de VOD geëvalueerd en zo nodig aangepast, als blijkt dat ontslag nog niet haalbaar is."
52.0,Aanvraagformulier kopie medische gegevens,Identificatie,Voeg voor het aanvragen een kopie legitimatie (rijbewijs/ID-kaart/paspoort) toe aan dit formulier. Bij het ophalen van de gegevens dient een geldige legitimatie te worden getoond. Bij machtiging dient de patiënt en de gemachtigde het aanvraagformulier te tekenen. Hierbij geeft de patiënt toestemming dat betreffende gemachtigde zijn of haar gegevens in ontvangst kan nemen. In dat geval moet bij het afhalen behalve een ingevuld formulier ook een kopie van het legitimatiebewijs van de patiënt worden overgelegd.
48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.
53.0,Bipolaire enucleatie van de prostaat,Tot slot,Deze folder betreft een algemene voorlichting en is bedoeld als extra informatie naast het gesprek met uw behandelend specialist. Bijzondere omstandigheden kunnen tot wijzigingen aanleiding geven. Dit zal altijd door uw behandelend specialist aan u kenbaar worden gemaakt. Bij vragen kunt u contact opnemen met de polikliniek urologie.
38.0,Bijschildklierscan preoperatief,Bijschildklierscan preoperatief,Deze procedure wordt uitgevoerd naar aanleiding van een eerder uitgevoerde bijschildklierscan waarbij een te snel functionerende bijschildklier is vastgesteld. Bij bijschildklierscan preoperatief wordt een licht radioactieve injectie één tot twee uur voor de operatie toegediend. De chirurg kan dan tijdens de operatie met behulp van een gammaprobe (een apparaatje dat een geluidsignaal afgeeft wanneer radioactiviteit gemeten wordt) de bijschildklier opsporen en verwijderen.
7.0,(Langdurig) gebroken vliezen,(Langdurig) gebroken vliezen,"Als de vliezen gebroken zijn, bij een zwangerschapsduur van 37 tot 42 weken, kan het zijn dat de weeën nog even op zich laten wachten en de bevalling dus nog niet begint. De kans is wel groot dat u spontaan weeën krijgt binnen 24 uur. In deze folder leest u wat u kunt verwachten en wat u kunt doen wanneer uw vliezen gebroken zijn."
55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl
49.0,Acupunctuur  (Nocepta),Vergoeding,"Acupunctuur wordt niet vergoed vanuit de basisverzekering. U betaalt de kosten van € 55,60 vooraf aan de behandeling bij de secretaresse van de polikliniek Pijnbestrijding. Er staat een pin automaat bij de receptie. U krijgt een nota mee voor declaratie bij uw zorgverzekeraar. De vergoeding van de zorgverzekeraar is afhankelijk van hoe u verzekerd bent. Informeert u daarom vooraf bij uw zorgverzekeraar of deze behandeling wordt vergoed."
40.0,Bijschildklierscan preoperatief,Voorbereidingen op de procedure,"Voor de procedure op de afdeling nucleaire geneeskunde is geen speciale voorbereiding noodzakelijk. Het kan echter zijn dat u voor de operatie andere instructies krijgt en dat u nuchter moet zijn. Bent u zwanger, denkt u dit te zijn, of geeft u op dit moment borstvoeding, neem dan zo snel mogelijk contact op met de afdeling nucleaire geneeskunde."
54.0,Afdeling moeder en kind (neonatologie),Ontwikkelingsgerichte zorg,"Ontwikkelingsgerichte zorg voor uw baby is het verminderen van prikkels en stress, het stimuleren van de ontwikkeling en het bevorderen van de band tussen kind en ouders. Bij te vroeg geboren kinderen is de hersenontwikkeling nog niet helemaal voltooid. Daarom streven wij ernaar om sommige prikkels zoveel mogelijk te voorkomen. Dit zijn bijvoorbeeld prikkels als harde geluiden, een onrustige omgeving, veel licht en verstoringen van de slaap. U bent als ouder(s) de belangrijkste en meest constante personen in het leven van uw baby. Daarom betrekken wij u zoveel mogelijk bij de zorg van uw baby. Wij begeleiden u graag om het gedrag van uw baby te leren (her)kennen, zodat de zorg zo goed mogelijk op uw baby wordt afgestemd. Wij begeleiden u in wat uw baby nodig heeft om zich zo goed mogelijk te kunnen ontwikkelen. Op deze manier maken we een zorgplan dat inspeelt op de persoonlijke behoeftes van uw baby. Om de relatie en hechting tussen u en uw baby te bevorderen, wordt het kangoeroeën oftewel buidelen aanbevolen. Hierbij legt de moeder of vader de baby bloot op haar/zijn borst. In verband met de veiligheid tijdens het huid-op-huidcontact is het belangrijk dat één van de beide ouders wakker is, ouder en baby half rechtop zitten zodat de baby goed kan ademen en dat één van de ouders aandacht voor het kind heeft. U kunt als moeder ook een doekje dat u op de blote huid gedragen hebt onder het hoofdje van uw baby leggen. Uw baby zal uw vertrouwde geur herkennen. Video Interactie Begeleiding (VIB) VIB geeft de mogelijkheid om u bewust te worden van het contact dat u en uw baby hebben. We maken video-opnamen van u en uw baby en later kijken we deze beelden samen met u terug. Dagboekje U kunt een dagboekje bijhouden. Hierin kunt u zo vaak u wilt uw ervaringen en gevoelens opschrijven. Hierbij mag u ook gebruik maken van de gegevens uit het zorgdossier. Ook kan de verpleegkundige die voor uw kind zorgt een stukje in het dagboekje schrijven."
21.0,(Langdurig) gebroken vliezen,Check uw dossier op MijnZGT,"MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt."
47.0,Aanvraagformulier kopie medische gegevens,Geschillen,"Bij meningsverschillen over verzoeken tot inzage, afschrift of vernietiging beslist de Raad van Bestuur, zo nodig na het inwinnen van juridisch advies. Binnen de grenzen van de wet heeft de Raad van Bestuur de bevoegdheid af te wijken van het gestelde in deze toelichting. Onderstaande ruimte a.u.b. openlaten voor aantekeningen van ziekenhuismedewerkers. Naam Legitimatienummer Datum Handtekening"
58.0,Actigrafie bij kinderen,Check het dossier van uw kind op MijnZGT,"MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van het medisch dossier van uw kind inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij hebben klaargezet. Kijk voor meer informatie de folder ‘MijnZGT machtiging ouders’."
3.0,Activiteitentherapie,Activiteitentherapie,"Een ziekenhuisopname is meestal geen prettige tijd. U kunt last hebben van lichamelijke klachten en beperkingen, pijn, problemen met uw geheugen en concentratie en/of verminderde stemming. Het is belangrijk om wel actief te blijven tijdens uw opname. Wanneer u niet actief bent, kan dit ervoor zorgen dat uw lichamelijke of geestelijke gezondheid vermindert en u uw zelfstandigheid (deels) verliest. Het kan er ook voor zorgen dat u opnieuw in het ziekenhuis moet worden opgenomen. Uw zorgprofessional heeft u daarom aangemeld voor activiteitentherapie. Activiteitentherapie helpt u om fysiek en mentaal (geestelijk) actief te blijven door verschillende activiteiten aan te bieden. Voorbeelden hiervan zijn: bewegen, denkopdrachten, muziek, creativiteit en ontspanningsoefeningen. Hierbij kunnen we digitale hulpmiddelen inzetten. Deze activiteiten doet u alleen met een activiteitentherapeut, of in een groep."
27.0,Actigrafie bij kinderen,Waarom krijgt uw kind dit onderzoek?,In de leeftijd van 0-18 jaar komen bij ongeveer een derde van de kinderen slaapproblemen voor. Deze problemen kunnen door actigrafie objectief worden vastgelegd. De Motionwatch® moet zeven tot veertien dagen gedragen worden en houdt de dagelijkse bewegingen van uw kind bij. Dit geeft inzicht in welke tijden uw kind slaapt en wakker is en kan helpen bij het stellen van een diagnose.
28.0,Afdelingsfolder Eerste Hart Hulp,Eerste Hart Hulp (EHH),"Wanneer er een vermoeden is dat uw klachten worden veroorzaakt door uw hart, wordt u doorverwezen naar de Eerste Hart Hulp. In deze folder leest u meer informatie over de Eerste Hart Hulp en de onderzoeken. ZGT Almelo heeft een eerste harthulp en een hartbewaking."
0.0,Holterdagboek,Vragen,"Heeft u na het lezen van deze folder nog vragen over het onderzoek, stel ze dan gerust. De medewerkers van de afdeling cardiologie beantwoorden ze graag. U kunt hen op werkdagen van 8:00uur tot 12:00 uur en van 13:00 tot 16:30 uur bereiken op 088 708 33 00. U kunt ons ook mailen: cardiologie@zgt.nl Check uw dossier op MijnZGT MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer info op: www.zgt.nl/mijnzgt"
0.0,"Gebroken enkel, behandeling",Wanneer neemt u contact op,"Vanwege het gips: Neemt u telefonisch contact op als, ondanks het hoog leggen of hoog houden van uw been: 
- Uw tenen gaan tintelen, dik worden of paarsblauw kleuren; 
- U de tenen niet of nauwelijks kunt bewegen; 
- Het gipsverband pijn veroorzaakt of knelt (pijn op de plaats van de breuk is meestal niet verontrustend); 
- Uw gips gebroken is; 
- Uw gips nat of slap geworden is. Vanwege de operatie: 
- Als de wond gaat lekken; 
- Als u niet meer op het been kunt staan, terwijl dit van tevoren nog goed mogelijk was; 
- Bij koorts hoger dan 38,5 ℃."
0.0,Thuistoediening chemokuur 5 FU,Vragen,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT via polikliniek interne geneeskunde. Telefoonnummer: 088 708 70 75"
0.0,Urolift,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de urologen, telefoonnummer 088 708 33 90. 
- Buiten kantooruren kunt u contact opnemen met de afdeling A1, telefoonnummer 088 708 55 13."
0.0,Cystolithotripsie,Wanneer neemt u contact op?,"U neemt contact op bij: 
- Koorts hoger dan 38,5; 
- Pijn in de buik en/of flanken; 
- Niet meer kunnen plassen, bijvoorbeeld door stolsels; 
- Stroperige/bloederige urine."
0.0,TOPOP,Telefoonnummers,Polikliniek verloskunde: 088 708 4416 Polikliniek psychiatrie: 088 708 3110 Polikliniek medisch maatschappelijk werk: 088 708 3923
0.0,Patiëntenportaal KNO,Contact,"Heeft u vragen over het gebruiken van het patiëntenportaal MijnZGT? Neem dan contact op met ZGT, polikliniek keel-neus- oorheelkunde, telefoonnummer 088 708 33 50 (tijdens kantooruren)"
0.0,Dialysekatheter,Mogelijke complicaties/ problemen Probleem Actie,(ook ’s nachts) Irritatie of pijn aan de insteekopening van de katheter Temperaturen en bij 38 graden of hoger contact opnemen met de afdeling dialyse Koorts: 38 graden of hoger Contact opnemen met de afdeling dialyse Losraken van de hechtingen of het geheel uit het bloedvat raken van de katheter De huid afdrukken met een gaasje en contact opnemen met de afdeling dialyse De katheter bloedt na op de plaats waar deze is ingebracht Als het bloed onder de pleister doorloopt: contact op te nemen met de afdeling dialyse
0.0,Hartrevalidatie cardiologie,Vragen,Voor vragen zijn wij op werkdagen van 8.00 - 12.00 uur en van 13.00 - 16.30 uur telefonisch bereikbaar op 088 708 33 00. Of per e-mail: hartrevalidatie@zgt.nl Vermeld in de e-mail uw achternaam en geboortedatum.
0.0,Endometriose,Zelfhulporganisaties,"Freya, Postbus 476, 6600 AL Wijchen, Email: secretariaat@freya.nl Telefoonnummer: 024 301 03 50 (telefonische bereikbaarheid beperkt) internet: freya.nl Landelijke patiëntenvereniging die vanuit ervaringsdeskundigheid een luisterend oor kan bieden en informatie kan verstrekken aan paren die ongewild kinderloos zijn. Endometriose stichting, internet: endometriose.nl Nederlandse Vereniging van Obstetrie en Gynaecologie (NVOG), internet: nvog.nl/voorlichting"
0.0,Dagopname bij kinderen,Wat te doen bij complicaties thuis?,"Als zich de volgende situaties voordoen: 
- Nabloeding; 
- Koorts hoger dan 39°C; 
- Aanhoudende pijn ondanks de pijnbestrijding. verzoeken wij u contact op te nemen met het ziekenhuis. Tijdens kantooruren met de behandelend specialist. Buiten kantooruren met de spoedeisende hulp."
0.0,Opname kind- en tienerafdeling,Polikliniek kindergeneeskunde,Telefoonnummer 088 708 31 20. De polikliniek kindergeneeskunde grenst aan de kind- en tienerafdeling en staat daar mee in verbinding. Te vinden op routenummer 0.11.
0.0,"Continentiepolikliniek, de poepklas",De poepklas Inleiding,"Binnenkort kom je in de poepklas op de continentiepolikliniek, routenummer 0.11 in de ZGT ziekenhuislocatie Hengelo. Je wordt samen met je vader, moeder of verzorger verwacht op: Datum: ___________________________ Dag: ___________________________ Tijdstip: ___________________________ De poepklas duurt tot ongeveer ________uur. In deze folder leggen we je uit wat je allemaal gaat doen."
0.0,"Lymfoedeem, het voorkomen van",Vragen,Tijdens kantooruren kunt u contact opnemen met de Borstkliniek Oost-Nederland. Telefoonnummer: 088 708 52 32 of per e-mail: mammapoli@zgt.nl.
0.0,"Patiëntenportaal, polikliniek dermatologie",Ziekenhuislocatie Almelo,route 0.9 telefoonnummer: 088 708 31 30.
0.0,"Continentiepolikliniek, vragenlijst nachtelijke incontinentie",Poepdagboek,"Naam: Geboortedatum: Dag en datum Tijd Gepoept op WC, hoeveelheid en type Gepoept in broek/luier hoeveelheid en type Poepveeg in broek/luier Hoeveel zakjes laxantia Buikpijn, pijn bij poepen Toilet oefeningen Overig"
0.0,Deeltijd (psychiatrie),Aanwezigheid,"Indien u instemt met de behandeling dan verwachten wij dat u bij alle programmaonderdelen aanwezig zult zijn. Voor bijzondere gebeurtenissen kan er verlof worden aangevraagd. Mocht u een keer onverwachts verhinderd zijn, dan vragen wij u dit telefonisch door te geven via 088-708 31 10."
0.0,Poliklinische revalidatiebehandeling,Ziekenhuislocatie Hengelo,Polikliniek revalidatie: 088 708 33 10 Routenummer 0.15 Fysio-/ergotherapie: 088 708 52 00 Routenummer 0.15 Logopedie: 088 708 32 10 Routenummer 2.11 Maatschappelijk werk: 088 708 39 23 Routenummer 2.11 Psychologie: 088 708 53 11 Routenummer 3.14
0.0,Polikliniek kindergeneeskunde,Bereikbaarheid van de polikliniek,"De polikliniek kindergeneeskunde is op werkdagen bereikbaar van 08.30 tot 16.30 uur, voor het maken van vervolgafspraken en het stellen van telefonische vragen. U kunt ook vragen stellen via e-mail: kinderartsen@zgt.nl."
0.0,Echopunctie,Vragen,"Mocht u na het lezen van deze folder nog vragen hebben, stel ze dan gerust. De specialist of verpleegkundige wil ze graag beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30 – 12.30 uur en van 13.00 - 16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00."
0.0,Anale fissuur,Vragen,"Deze brochure is niet bedoeld als vervanging van mondelinge informatie, maar als aanvulling hierop. Hierdoor is het mogelijk alles nog eens rustig na te lezen. Heeft u na het lezen van deze folder nog vragen, stel deze dan gerust aan uw behandelend arts of verpleegkundig specialist. Ook kunt u van maandag tot en met vrijdag van 08.00 - 16.30 uur bellen met het secretariaat van de polikliniek chirurgie, telefoonnummer 088 708 52 31."
0.0,Wie zorgt er voor mij,Vragen,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT via het telefoonnummer 088 708 78 78 Of via één van onderstaande telefoonnummers. Gastro- enterologische en oncologische chirurgie: 088 708 52 31 Mammachirugie: 088 708 52 32 Traumachirurgie: 088 708 52 33 Vaatchirurgie: 088 708 52 43"
0.0,Autonoom Functie Onderzoek (AFO),Belangrijke telefoonnummers,"Voor het maken en wijzigen van afspraken kunt u contact opnemen met het secretariaat neurologie, telefoonnummer 088 708 43 20, locatie Almelo. Voor vragen over het onderzoek kunt u contact opnemen met de KNF-afdeling, telefoonnummer 088 708 33 13, locatie Almelo."
0.0,Zorgmachtiging vanuit Wet verplichte Geestelijke gezondheidzorg (WvGGZ),Tenslotte,"Wij hopen u door middel van deze folder voldoende geïnformeerd te hebben. Voor vragen kunt u altijd contact opnemen met het buro Verplichte Zorg, telefoonnummer 088-708 31 50."
0.0,Dagopname,Wat te doen bij complicaties thuis?,"Doen zich na de behandeling of operatie problemen voor, dan kunt u de eerste 24 uur contact opnemen met de dagopname. Bereikbaar van maandag tot en met vrijdag van 8.00 tot 17.30 uur. 
- Locatie Almelo, telefoonnummer 088 708 36 67. 
- Locatie Hengelo, telefoonnummer 088 708 55 13. Heeft u klachten en/of vragen die niet kunnen wachten tot de volgende werkdag, dan belt u met de afdeling spoedeisende hulp, telefoonnummer 088 708 78 78."
0.0,Ductaal carcinoom in situ (DCIS),Vragen,Heeft u na het lezen van deze folder vragen? Neem dan contact op met uw medisch specialist of mammacareverpleegkundige van de Borstkliniek Oost-Nederland in Hengelo via telefoonnummer 088 708 52 32 of e-mail: mammapoli@zgt.nl
0.0,Koemelkallergietest diagnose,Polikliniek kindergeneeskunde,Telefoonnummer 088 708 31 20 Indien u de testdag moet annuleren wordt u verzocht te bellen naar 088 708 44 50
0.0,Defecatie expertise centrum (DEF poli),Heeft u vragen?,Stel uw vragen gerust aan ons. U kunt bellen met het secretariaat van de polikliniek chirurgie van maandag t/m vrijdag van 08.00 - 16.30 uur. Telefoonnummer: 088 708 52 31. Ook kunt u kijken op onze website: zgt.nl/defecatie-expertise-centrum.
0.0,Anale fissuur,Vragen,"Deze brochure is niet bedoeld als vervanging van mondelinge informatie, maar als aanvulling hierop. Hierdoor is het mogelijk alles nog eens rustig na te lezen. Heeft u na het lezen van deze folder nog vragen, stel deze dan gerust aan uw behandelend arts of verpleegkundig specialist. Ook kunt u van maandag tot en met vrijdag van 08.00 - 16.30 uur bellen met het secretariaat van de polikliniek chirurgie, telefoonnummer 088 708 52 31. Op onze website zgt.nl/proctologiepolikliniek vindt u meer informatie over de proctologiepolikliniek, proctologische aandoeningen en de behandelingen."
0.0,Snurkscopie,Tot slot,"Voor meer informatie over snurken en slaapproblemen kunt u op werkdagen contact met ons opnemen. Wij staan u graag te woord. Polikliniek KNO-heelkunde, telefoonnummer 088 708 33 50. Polikliniek KNO-heelkunde is onderdeel van het slaapcentrum."
0.0,"Operatie vanwege een afsluiting van de liesslagader (TEA, endarteriëctomie)",Contact opnemen,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt neem dan contact op met het ziekenhuis. 
- koorts (38,5oC of hoger) 
- warme rode wond 
- hevige pijn in het been en/of de voet 
- acute zwelling van het been 
- wanneer er vocht uit uw wond komt kunt u eerst https://www.thuisarts.nl/wonden/er- komt-vocht-uit-mijn-wond raadplegen. 
- komt u er niet uit neem dan contact met ons op Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78."
0.0,Male sling,Wanneer neemt u contact op?,"- Als u niet of slecht kunt (uit)plassen; 
- Als u koorts boven de 38.5° C krijgt; 
- Als de wond rood wordt, dik en gespannen aanvoelt."
0.0,Aambeien (heamorroiden),Vragen,"Deze folder is niet bedoeld als vervanging van mondelinge informatie, maar als aanvulling hierop. Hierdoor is het mogelijk alles nog eens rustig na te lezen. Heeft u na het lezen van deze folder nog vragen, stel deze dan gerust aan uw behandelend medisch specialist of verpleegkundig specialist. Ook kunt u van maandag tot en met vrijdag van 8.00 tot 12.30 uur en van 13.30 tot 16.30 uur bellen met het secretariaat van de polikliniek heelkunde, telefoonnummer 088 708 52 31. Op onze website zgt.nl/proctologiepolikliniek vindt u meer informatie over de proctologiepolikliniek, proctologische aandoeningen en de behandelingen."
0.0,Dagopname bij kinderen,Verpleegafdeling kindergeneeskunde,"Ziekenhuislocatie Almelo, telefoonnummer 088 708 31 20."
0.0,Negatieve-_ Vacuüm druktherapie,Vragen,Heeft u vragen over de huidige therapie of problemen dan kunt u 24 uur per dag contact opnemen met de wondverpleegkundige van de thuiszorgorganisatie. De wijze van hoe u contact op kan nemen wordt aangereikt bij het eerste contact door wondverpleegkundige van de betreffende thuiszorgorganisatie.
0.0,Communicatie en slikproblemen,Vragen,"Mocht u na het lezen van bovenstaande informatie nog vragen hebben, dan kunt u contact opnemen met de afdeling logopedie op 088 708 3210."
