topic_id,filename,header,section_text
10,Adviezen toiletgedrag ontlasten,Adviezen als de ontlasting niet goedkomt,"- Adem een aantal keren rustig in en uit, en beweeg uw buik hierbij goed mee (buikademhaling). 
- Daarna probeert u nogmaals op de juiste manier te persen. 
- Als dan de ontlasting nog niet komt, kantelt u 10 keer het bekken voor- en achterover in het ritme van de ademhaling: o tijdens de uitademing het bekken achterover kantelen en de buik intrekken o tijdens de inademing het bekken voorover kantelen en de buik loslaten. Doe dit in een rustig tempo: door de wisselende druk ontstaat als het ware een massage van de darmen 
- Komt de ontlasting dan niet, terwijl u toch behoorlijke aandrang heeft, probeer dan ongeveer 10 minuten intensief te bewegen. 
- Ga daarna weer naar het toilet, ga ontspannen zitten en probeer of de ontlasting wil komen met de hierboven beschreven tips. 
- Als er na ongeveer 5 minuten nog niets is, ga dan niet hard persen, maar wacht een volgende gelegenheid af. Door dwingen neemt de reflex juist af! Neem tussendoor wat lichaams-beweging."
6,Amandelen verwijderen (tonsillectomie) bij volwassenen,Wat zijn de amandelen en wat is hun functie?,"Amandelen zijn een onderdeel van het lymfekliersysteem van het lichaam. De lymfeklieren hebben een belangrijke taak in de bestrijding van infecties: ze vangen binnendringende ziekteverwekkers op en maken deze onschadelijk. In de overgang van de mond/neus naar de keel is veel van dit lymfeklierweefsel te vinden. Op sommige plaatsen is het weefsel verdikt; dit zijn de amandelen. Ze zitten achter de neus, in de keel en achter op de tong. De neusamandel (adenoïd) zit in de ruimte achter het zachte gehemelte, boven in de neus-keelholte. Deze amandel is vooral bij jonge kinderen aanwezig. Na het achtste jaar wordt hij steeds kleiner, maar soms blijft de neusamandel tot op latere leeftijd bestaan. 1. neusamandel 2. neus-keelholte 3. buis van Eustachius 4. opening van de buis van Eustachius De keelamandelen (tonsillen) zijn zichtbaar als knobbels links en rechts achter in de keel. Midden tussen de keelamandelen hangt de huig, het aanhangsel van het zachte gehemelte. De tongamandel gaat aan de zijkanten van de tong over in de keelamandelen."
16,Ambulante flebectomie volgens Müller,Voor de behandeling,"De volgende punten zijn belangrijk voorafgaand aan de behandeling: 
- Draag op de dag van behandeling makkelijke (lage) schoenen en ruime kleding. Door de watten onder de kous(en) past een strakke broek of schoen soms niet meer. 
- Tijdens de behandeling worden kleefstrips gebruikt. Het verwijderen hiervan kan pijnlijk zijn bij beharing. Daarom raden wij aan eventueel twee dagen voor de behandeling uw benen te scheren. 
- Smeer geen crème of zalf op uw benen op de dag van behandeling. 
- Na de behandeling mag u niet zelf naar huis rijden. Hierom is het belangrijk dat u vooraf vervoer naar huis regelt."
36,Acnes (Nocepta),Resultaat,Het maximale effect van de behandeling is 6-8 weken na behandelen te beoordelen. De gebruikte verdoving werkt gemiddeld na 1-2 uur uit. Hierna komen de oorspronkelijke pijnklachten weer terug. Gemiddeld duurt het 2-3 weken voordat er een effect van de behandeling met stroom of bevriezing merkbaar wordt. Er volgt altijd een controle afspraak 6-8 weken na de behandeling om het tot dat moment behaalde resultaat te bespreken.
44,Aspirine neusprovocatie,B-Blockers,"48 uur van tevoren staken, altijd in overleg met allergoloog. Acebutalol Metoprplol Atenolol Nebilet Bisoprolol Nebivolol Carvedilol Oxprenolol Celiprolol Pindolol Dilanorm Propanolol Emcor Sectral Eucardic Selokeen Kerlon Sotalol Labetalol Viskeen"
20,Abatacept per infuus,Wijze van toediening,"Abatacept wordt toegediend via een infuus in de arm. Dit duurt ongeveer één uur en vindt in locatie Almelo plaats op afdeling dagopname (routenummer 1.4) en in locatie Hengelo op afdeling kort verblijf (routenummer 1.17). Het infuus blijft na toediening nog een uur zitten, om eventuele overgevoeligheidsreacties zo nodig snel te kunnen behandelen. Daarna wordt het infuus verwijderd en kunt u naar huis. Twee en vier weken na het eerste infuus krijgt u opnieuw een toediening. Daarna wordt abatacept elke vier weken toegediend. Als abatacept bij u goed werkt dan kan het voor onbepaalde tijd worden gegeven."
56,MRI carotiden hypofyse,Verloop van het onderzoek,"Het is belangrijk dat alle metalen buiten de onderzoeksruimte blijven. De radiodiagnostisch laborant roept u op, en zal u vragen alle metalen voorwerpen in de kleedkamer achter te laten (haarspelden, 23 horloge, sieraden, munten, sleutels, gehoorapparaat, prothese enzovoort). Ook (bank)pasjes mogen de onderzoeks- ruimte niet in. Kleding waaraan metalen knoopjes of ritsen en dergelijke zitten zult u uit moeten doen. U kunt een T-shirt en broek (zonder rits) meenemen en aan doen. U komt in de onderzoeksruimte en de laborant vraagt u om plaats te nemen op de onderzoekstafel. U krijgt een koptelefoon op om naar muziek te luisteren of oordopjes in om het geluid te dempen. Er komt meetapparatuur over uw hals en hoofd. Via een spiegeltje kunt u de tunnel uit kijken. U krijgt een prik in de ader van de arm. Gedurende het onderzoek druppelt een infuusvloeistof in. De laborant schuift de tafel in het midden van het toestel, welke aan beide kanten open is. Voor dit onderzoek is het van belang dat u goed stil ligt, anders mislukt het onderzoek. De laborant zit in de bedieningsruimte aan het voeteneind en kan u door een raam zien liggen en in de gaten houden. Na één/meerdere serie opnames krijgt u een contrastmiddel via het dunne buisje in uw arm. Dan wordt er een serie herhaald, terwijl het contrast inloopt. Soms is een tweede serie nodig. Hierna is het onderzoek klaar."
57,Aambeien (heamorroiden),Zijn er nog (aanvullende) onderzoeken nodig?,"De klachten die aambeien kunnen geven, kunnen ook voorkomen bij andere afwijkingen van de endeldarm of de anus. Het is daarom belangrijk dat er goed onderzoek wordt verricht en gekeken wordt naar de anus, het anale kanaal en het begin van de endeldarm. Dit onderzoek noemen we een proctoscopie. Zo nodig moet de gehele darm bekeken worden. Dit noemen we een coloscopie. Dit komt vooral voor bij patiënten boven de vijftig jaar. Bij jongere patiënten is over het algemeen het onderzoek van de anus en het anale kanaal voldoende."
37,Abatacept onderhuidse injectie,Reizen en vaccinaties (inentingen),"Griepvaccinatie,coronavaccinatie,pneumo kokkenvaccinatie Kunt u veilig laten toedienen tijdens de behandeling met reumaremmers aangezien het geen levend verzwakt vaccin bevat. Toediening hiervan wordt zelfs aanbevolen. Reisvaccinaties Heeft u een reis naar een (tropisch) land in de planning waarvoor reisvaccinaties nodig zijn (denk aan gebieden als Afrika en Zuid- Amerika) of gaat u naar een land zonder goede medische en hygiënische voorzieningen? In dat geval is het verstandig om uw reumatoloog of reumaverpleegkundige tijdig (zo mogelijk één jaar van te voren) hiervan op de hoogte te stellen. Het reizen naar landen waarvoor toediening van een ‘levend verzwakte vaccinatie’ vereist is of waar bepaalde besmettelijke ziekten zoals TBC (tuberculose) en gele koorts voorkomen, wordt afgeraden. Tijdens het gebruik van abatacept mag u geen ‘levend verzwakte vaccinaties’ toegediend krijgen. Voorbeelden hiervan zijn vaccinaties tegen gele koorts, pokken, poliovirus, BCG (tegen tuberculose) en BMR (tegen bof, mazelen en rode hond). Door reumaremmers kunnen vaccinaties minder effectief zijn. Uw reumatoloog, reumaverpleegkundige en/of degene die de vaccinaties zal toedienen kan u meer uitleg en adviezen hierover geven."
43,Alvleesklierontsteking (pancreatitis),Wat is de pancreas (alvleesklier)?,"De pancreas is een orgaan dat dwars achter in de buik ligt. Het is ongeveer vijftien cm lang en één tot drie cm dik. De 'kop' van dit orgaan ligt in de binnenbocht van de twaalfvingerige darm, het 'lichaam' en de 'staart' liggen voor de wervelkolom en de grote bloedvaten achter in de buik. Aan de bovenkant ligt de pancreas tegen de maag, aan de onderkant tegen de dunne darm. De pancreas is opgebouwd uit cellen die hormonen maken (bijvoorbeeld insuline en glucagon) en uit cellen die enzymen maken (onder andere amylase, lipase, trypsine). De pancreashormonen worden afgegeven in het bloed en zorgen ervoor dat het bloedsuikergehalte binnen normale waarden blijft. Als de hormoonproductie te laag is, ontstaat er suikerziekte (diabetes). De pancreasenzymen zijn van groot belang voor de spijsvertering. Wanneer te weinig enzymen worden geproduceerd, ontstaan stoornissen in de vertering van suikers (door amylase), vetten (door lipase) en eiwitten (door trypsine). Bij ernstige enzymtekorten zal zich dat uiten in grote hoeveelheden brijige grijze dunne ontlasting en gewichtsverlies. In de pancreas kunnen zich ontstekingsreacties voordoen. Als dat snel en plotseling gebeurt is er sprake van een 'acute' pancreatitis. De ontsteking kan ook milder zijn en zich bij herhaling voordoen. In dat geval spreken we van een 'chronische' pancreatitis."
60,Borstreconstructie door weefseloprekking (tissue expander),Voor de operatie,Roken verhoogt de kans op complicaties. Wij verwachten van u dat u vier weken voor en vier weken na de operatie niet rookt. Nicotine vernauwt de bloedvaten waardoor de wondgenezing kan worden vertraagd. Om die reden zijn nicotinepleisters en e-sigaretten met nicotine geen alternatief. De eerste zes weken na de operatie moet u dag en nacht een stevige sportbeha (beha zonder beugels dragen. Neem de beha mee als u opgenomen wordt. De gevolgen van een wondinfectie bij een prothese zijn moeilijk te behandelen. Als voorbereiding op de operatie moet u Hibiscrub zeep en Bactroban neuszalf gebruiken. Door het gebruik van neuszalf en de desinfecterende zeep wordt de kans op infecties verkleind. In de bijgevoegde folder leest u hoe u de Hibiscrub zeep en Bactroban neuszalf gebruikt.
33,Bipolaire enucleatie van de prostaat,Na de operatie,"Na de operatie verblijft u tijdelijk op de uitslaapkamer. Zodra de anesthesist akkoord geeft, haalt de afdelingsverpleegkundige u op. U heeft een infuus waarmee vocht en eventueel medicatie kan worden toegediend en een blaaskatheter met eventueel een spoelsysteem. De urine kan soms bloederig zijn omdat de prostaat zeer veel kleine bloedvaatjes heeft die na de operatie weer gemakkelijk kunnen gaan bloeden. Hoe lang de urine bloederig blijft verschilt per persoon. Dit is ook afhankelijk van hoeveel u drinkt. De katheter is een slangetje dat normaal niet in het lichaam hoort. De blaas kan proberen het slangetje ‘uit te plassen’, waardoor u zogenaamde blaaskrampen kunt ervaren. U krijgt dan het gevoel dat u erg nodig naar het toilet moet. Ook kunt u pijn ervaren die uitstraalt naar het topje van de penis. Deze krampen kunnen met medicatie worden bestreden, laat uw verpleegkundige dus weten wanneer u hier last van heeft. Indien uw situatie het toestaat, mag u de dag van de operatie alweer uit bed."
25,"Anale huidzwellingen, het verwijderen van (excisie anale skintags)",Voorbereiding op de operatie,Voorafgaand aan de operatie hoeft u thuis geen dieet te volgen of andere voorbereidingen te treffen. U wordt op de dag van de operatie opgenomen. Het is belangrijk dat u op de dag van de operatie nuchter bent. Wat dit voor u betekent leest u in de folder die u krijgt van de polikliniek preoperatieve screening en anesthesie .
42,Abatacept onderhuidse injectie,Tandheelkundige ingrepen,"Abatacept mag u meestal in de periode voor, tijdens en na een tandheelkundige ingreep blijven gebruiken. Bij bloedige ingrepen kan wel geadviseerd worden om antibiotica te gebruiken, om het risico op een infectie te verlagen. Het is daarom verstandig om uw reumatoloog tijdig te informeren dat u een ingreep moet ondergaan. Informeer tijdig degene die de ingreep uitvoert dat u wordt behandeld met abatacept."
18,Bronchoscopie,Belangrijk!,"Vertel uw behandelend medisch specialist van tevoren of u geneesmiddelen gebruikt, of u allergisch bent voor geneesmiddelen of verdoving. Indien u Sintrom of andere bloedverdunners gebruikt dient u dit in overleg met uw behandelend medisch specialist ………… dagen voor het onderzoek te stoppen. Heeft u diabetes en gebruikt u gewoonlijk insuline, dan mag u de ochtend van het onderzoek geen insuline spuiten. Neem de insulinepen wel mee naar het ziekenhuis. Overige medicijnen dient u met zo weinig mogelijk water in te nemen."
14,Acupunctuur  (Nocepta),Bijwerkingen en complicaties,"- Bloeduitstorting 
- Allergische reactie 
- Klaplong (uiterst zeldzaam en alleen bij bepaalde punten risico aanwezig) 
- Infectie (uiterst zeldzaam)"
5,Aambeien (heamorroiden),Wat zijn de behandelingsmogelijkheden?,"Een veel toegepaste behandeling is het terugbrengen van de zwellichamen/het aambeiweefsel naar hun oorspronkelijke plaats. Het uitzakken is dan verholpen en de aambeien kunnen dan ook geen klachten meer geven. Proctoscopie met rubberbandligatie Een tegenwoordig veel toegepaste methode is het afbinden van het overtollige slijmvlies boven het aambeiweefsel met behulp van rubber bandjes (rubberbandligatie). Het slijmvlies sterft door het elastiekje binnen enkele dagen af. Dan laat het rubberbandje los en verlaat het lichaam met de ontlasting. De behandeling kan poliklinisch in ongeveer 5-10 minuten gebeuren. Vaak is er enkele dagen/weken na de eerste behandeling al een goed resultaat te verwachten, maar soms moet de behandeling herhaald worden of wordt er in overleg met u toch besloten over te gaan tot een operatie. Omdat het slijmvlies geen pijnzenuwen bevat, voelt u nauwelijks iets van de behandeling. Een gevoel van aandrang en lichte buikkrampen zijn wel gebruikelijk in de eerste dagen na het plaatsen van de bandjes. Indien er tijdens de behandeling toch sprake is van veel pijn, dan kan ervoor gekozen worden om de behandeling op een ander moment op de operatiekamer onder (algehele) verdoving uit te voeren. Laserbehandeling bij aambeien Het doel van de laserbehandeling is het gecontroleerd krimpen van de aambeien met behoud van de functie. De laserdraad wordt op de operatiekamer met behulp van de proctoscoop in het aambeiweefsel gebracht. De laser geeft energie (hitte) af in de aanvoerende vaten van de aambei en in het aambeiweefsel. Door dit effect kan de aambei niet meer goed doorbloeden en zal deze direct ongeveer 30% afnemen in grootte en verder krimpen. Dit hele proces zet zich ook voort na de laserbehandeling en kan zelfs na zes weken nog merkbaar zijn. Deze behandeling neemt, afhankelijk van de grootte van het aambeiweefsel, over het algemeen 15 tot 30 minuten in beslag. Afhankelijk van de complexiteit van de aambeien, is de behandeling succesvol bij ongeveer 70% van de patiënten. Voor uitgebreide informatie over de rubberbandligatie, zie; folder ‘Proctologiepolikliniek’. Voor uitgebreide informatie over aambei- operaties, zie; folder ‘Longo/PPH procedure’. Voor informatie over de behandeling waarbij aambeien operatief verwijderd worden zie folder `hemorroidectomie`. Voor uitgebreide informatie over de coloscopie kunt u contact opnemen met de polikliniek interne geneeskunde"
13,Abatacept onderhuidse injectie,Mogelijke bijwerkingen abatacept,"Bijwerkingen kunnen optreden. Meest voorkomend 
- Huiduitslag of jeuk op de plaats van de injectie. Dit is vrijwel altijd mild en op den duur verdwijnen de klachten bij de meeste patiënten. 
- Hoofdpijn, duizeligheid, buikpijn, misselijkheid, diarree en vermoeidheid 
- Milde infecties zoals verkoudheid, griep en blaasontsteking. Soms/zelden voorkomend 
- Bloeddrukverhoging, blozen of opvliegers. 
- Overgevoeligheidsreacties zoals al dan niet jeukende huidafwijkingen, moeilijk ademhalen, pijn op de borst, rillerigheid of lage bloeddruk. Bij ernstigere verschijnselen wordt het gebruik vaak gestopt. 
- Ernstige infecties."
29,Acnes (Nocepta),Voorbereiding,"- Voor deze behandeling hoeft u niet nuchter te zijn 
- Overige medicatie kunt u gewoon innemen (tot een uur voor de behandeling) ook bloedverdunners, tenzij de pijnspecialist andere afspraken met u heeft gemaakt 
- Na de behandeling mag u de rest van de dag niet actief deelnemen aan het verkeer 
- Regel daarom van tevoren dat er iemand met u meerijdt 
- Draag makkelijk zittende kleding De behandeling De behandeling vindt plaats in de behandelkamer van Nocepta. U kunt zich vooraf melden bij Nocepta in de wachtruimte. Vervolgens wordt u naar de behandelkamer gebracht. Tijdens de behandeling ligt u op uw rug. Met het echoapparaat wordt de juiste positie van de pijnplek bepaald en gemarkeerd. De huid wordt lokaal verdoofd met verdovingsvloeistof. Hierna zal de naald middels echogeleiding worden ingebracht naar de pijnplek in de buikwand. Bij de behandeling middels injectie wordt er een hoeveelheid verdovend medicijn in de buikwand achtergelaten. Dit kunt u voelen als een drukverhoging in de buik. Hierna is de behandeling klaar. Uw buikhuid voelt vaak direct verdoofd aan. Bij de behandeling middels PRF controleert de pijnspecialist de positie van de naald met kleine teststromen. Er wordt aan u gevraagd of u tintelingen voelt. Gezocht wordt naar de plaats waar normaal de pijn optreedt. Als de juiste positie is gevonden wordt de naaldpunt verwarmd door een elektrisch stroompje, dit duurt 3 minuten. Hierna is de behandeling klaar. Tijdens de behandeling kunt u een wat prikkend en brandend gevoel ervaren. Bij de behandeling middels cryoleasie wordt de punt van de naald bevroren gedurende 2 keer 3 minuten."
34,"AC kuur à 2 weken, patiënteninformatie",Het verloop van de AC kuur,U begint met een chemokuur. Deze kuur bestaat uit twee medicijnen. 1. Adriamycine (=Doxorubicine) 2. Cyclofosfamide
15,Ambulante flebectomie volgens Müller,Na de behandeling,"Houd na de behandeling rekening met het volgende. 
- U heeft een steunkous om. Deze kous dient u de eerste twee dagen dag en nacht te dragen. Laat de wattenstreng ook deze twee dagen onder de kous zitten. 
- Hierna draagt u de kous nog drie dagen, alleen overdag. Trek de kous aan bij het opstaan, trek de kous uit bij het naar bed gaan. In totaal draagt u de kous dus vijf dagen. Dit is belangrijk voor het slagen van de behandeling. 
- De kous mag niet nat worden. Als u wilt douchen, adviseren wij u om een vuilniszak om het been te doen en deze dan af te plakken."
41,Adalimumab (Humira) bij IBD,Gebruik met andere geneesmiddelen,"TNF-blokkerende middelen kunnen voor zover bekend veilig worden gebruikt naast andere geneesmiddelen. Behalve met andere biologicals; Tofacitinib, Anakinra en Abatacept. De combinatie met andere afweeronderdrukkende medicijnen geeft een licht hogere kans op infecties. Overleg bij twijfel met uw arts of verpleegkundige. TNF- blokkerende middelen kunnen voor zover bekend veilig worden gebruikt naast andere geneesmiddelen, met uitzondering van andere biologicals, tofacitinib, Anakinra en Abatacept. De combinatie met andere afweeronderdrukkende medicijnen geeft een licht hogere kans op infecties."
19,Adviezen toiletgedrag ontlasten,Toilethouding en toiletgedrag,"- Ga goed op de toiletbril zitten, de billen moeten goed contact maken met de toiletbril. Het is niet de bedoeling dat u op het puntje gaat zitten of er boven gaat hangen. 
- De voeten moeten plat op de grond steunen, als dit niet lukt, gebruik dan een opstapje of een voetenbankje. 
- Laat uw broek zakken tot op uw enkels, zodat u wat wijdbeens kunt gaan zitten en steun met de ellebogen op uw bovenbenen. 
- Ga ontspannen op het toilet zitten, met een iets bolle onderrug."
