topic_id,filename,header,section_text
30,Beenamputatie,Adviezen en oefeningen,"Alvorens u op een prothese kunt gaan lopen is het belangrijk dat de wond goed hersteld is en dat het meeste vocht (oedeem) weg is. In geval van een onderbeenamputatie is het belangrijk uw stomp recht en hoog te hebben liggen. U krijgt in het ziekenhuis een rolstoel met een steun waar uw stomp op kan rusten. Laat uw stomp niet afhangen, dit om stuwing te voorkomen! Tevens is deze strekking van de knie belangrijk voor de beweeglijkheid van het kniegewricht. Een verstijfde knie in de buiging kan het leren lopen op een prothese bemoeilijken of zelfs onmogelijk maken. Ook bij een amputatie door de knie of bovenbeenamputatie krijgt u een rolstoel verstrekt, deze heeft normaliter geen stompsteun, omdat uw stomp voldoende steun heeft aan het zitvlak en als u goed achterin de stoel zit ook niet af kan hangen. Bij een through knee en bovenbeenamputatie is het belangrijk om met regelmaat op de buik te liggen, of even helemaal plat, zodat de heup goed gestrekt is. Ook hier geldt een beperking van uw heup kan het leren lopen op een prothese bemoeilijken of zelfs onmogelijk maken! In de tijd tussen amputatie en volledig herstelde wond zal er al het nodige plaatsvinden aan diverse therapieën. Of u nu revalideert vanuit het verpleeghuis, revalidatiecentrum of vanuit huis. Tijdens de opname krijgt u al fysiotherapie, hij/zij zal met u oefenen met het uit bed komen, het opstaan op één been, maar ook het huppen met een looprekje, zodat u onder andere naar het toilet kunt komen. In de loop van de opname zal de verpleging u uit bed komen helpen, zodat u alvast op zit als de fysiotherapeut komt, zo houdt u voldoende energie over om goed te kunnen oefenen. Al naar gelang de ontslagbestemming zal zijn krijgt u nog adviezen hoe u verder zelfstandig te redden. Zo nodig wordt/ kan ook de ergotherapeut en/of maatschappelijk werker ingeschakeld worden"
15,Aambeien (heamorroiden),Zijn er nog (aanvullende) onderzoeken nodig?,"De klachten die aambeien kunnen geven, kunnen ook voorkomen bij andere afwijkingen van de endeldarm of de anus. Het is daarom belangrijk dat er goed onderzoek wordt verricht en gekeken wordt naar de anus, het anale kanaal en het begin van de endeldarm. Dit onderzoek noemen we een proctoscopie. Zo nodig moet de gehele darm bekeken worden. Dit noemen we een coloscopie. Dit komt vooral voor bij patiënten boven de vijftig jaar. Bij jongere patiënten is over het algemeen het onderzoek van de anus en het anale kanaal voldoende."
29,Ambulante flebectomie volgens Müller,Voor de behandeling,"De volgende punten zijn belangrijk voorafgaand aan de behandeling: 
- Draag op de dag van behandeling makkelijke (lage) schoenen en ruime kleding. Door de watten onder de kous(en) past een strakke broek of schoen soms niet meer. 
- Tijdens de behandeling worden kleefstrips gebruikt. Het verwijderen hiervan kan pijnlijk zijn bij beharing. Daarom raden wij aan eventueel twee dagen voor de behandeling uw benen te scheren. 
- Smeer geen crème of zalf op uw benen op de dag van behandeling. 
- Na de behandeling mag u niet zelf naar huis rijden. Hierom is het belangrijk dat u vooraf vervoer naar huis regelt."
3,Acupunctuur  (Nocepta),Bijwerkingen en complicaties,"- Bloeduitstorting 
- Allergische reactie 
- Klaplong (uiterst zeldzaam en alleen bij bepaalde punten risico aanwezig) 
- Infectie (uiterst zeldzaam)"
2,Aambeien (heamorroiden),Wanneer is verdere behandeling nodig?,"Wanneer ondanks het nemen van bovengenoemde maatregelen en leefregels de klachten toch voortduren, is verdere behandeling nodig of aan te raden."
39,Bekkenbodem problemen bij de vrouw,Bekkenbodem problemen bij de vrouw,"Bekkenbodemklachten komen vaak voor, maar er wordt weinig over gepraat. Veel vrouwen vinden het lastig om problemen met plassen, de ontlasting of vrijen te bespreken. Ook denken veel vrouwen dat er weinig aan hun klachten te doen is. Of dat deze horen bij het ouder worden. Toch zijn er goede behandelingen voor bekkenbodemklachten. Het is daarom goed om uw klachten met uw huisarts, gynaecoloog of bekkenfysiotherapeut te bespreken."
63,"Acute optredende verwardheid, delier",Behandeling van een delier,"Als de oorzaak van een delier behandeld wordt, neemt de verwardheid meestal weer af. De verwardheid kan enkele uren tot enkele dagen aanhouden. Soms duurt de verwardheid langer. Hoe lang de verwardheid duurt is afhankelijk van de volgende punten. 
- Het (op tijd) herkennen van een delier; 
- Het vinden van de oorzaak van een delier; 
- Of het delier behandeld kan worden; 
- De ernst van de onderliggende oorzaak; 
- De leeftijd van de patiënt; 
- De conditie van de patiënt. De medisch specialist probeert zo snel mogelijk de oorzaak te vinden en te behandelen. Daarbij zijn de juiste benadering en verpleegkundige acties heel belangrijk bij de behandeling van een delier. Zo nodig vraagt de medisch specialist de geriater, geriatrieverpleegkundige of psychiater voor advies. Bij een delier kan het soms helpen als er een naaste aanwezig is. De verpleegkundige van de afdeling zal dit zo nodig bespreekbaar maken. Hierbij wordt er rekening gehouden met wat u aankan en wat er mogelijk is. Soms is het naast verpleegkundige acties nodig om medicijnen te geven om de kenmerken van een delier te verminderen."
6,Acnes operatie,Voorbereiding op de operatie,"Ter voorbereiding op de operatie krijgt u een afspraak bij de pre-operatieve screening. Hier krijgt u instructies over het nuchter zijn op de dag van de operatie, de wijze van anesthesie (algehele narcose) en instructies omtrent medicatie gebruik. Wanneer u bloedverdunnende medicatie gebruikt is het van belang om dit te vermelden. In overleg met uw behandelend medisch specialist en de anesthesist moet u deze medicijnen doorgebruiken, tijdelijk stoppen voor de operatie of krijgt u tijdelijk een ander bloedverdunnend medicijn."
36,Acupunctuur  (Nocepta),Vergoeding,"Acupunctuur wordt niet vergoed vanuit de basisverzekering. U betaalt de kosten van € 55,60 vooraf aan de behandeling bij de secretaresse van de polikliniek Pijnbestrijding. Er staat een pin automaat bij de receptie. U krijgt een nota mee voor declaratie bij uw zorgverzekeraar. De vergoeding van de zorgverzekeraar is afhankelijk van hoe u verzekerd bent. Informeert u daarom vooraf bij uw zorgverzekeraar of deze behandeling wordt vergoed."
58,Borstsparende operatie bij borstkanker (lumpectomie) in dagbehandeling,Ontslag,"Het is belangrijk is dat u niets forceert t.a.v. het operatiegebied. Houd na uw ontslag rekening met het volgende: 
- Douchen. Douche liever niet te lang en te warm. Probeer de eerste dagen niet de volle douche op het wondgebied te zetten, i.v.m. pijn en te snel loslaten van de hechtingpleisters. Wees matig met douche-crème bij de wond i.v.m. irritatie en/of pijn. Wij adviseren u de wond met een zachte handdoek droog te deppen. 
- Baden, zwemmen of sauna. Baden, zwemmen of sauna kan pas nadat u voor controle op de polikliniek bent geweest. 
- Pleisters. Verwijder de pleisters niet zelf, deze blijven in principe twee tot vier weken zitten. Ze kunnen wel eerder loslaten. Wanneer de pleisters loslaten hoeven ze niet meer vervangen te worden, knip dan de loszittende stukjes eraf. 
- Hechtingen. De hechtingen zijn oplosbaar. Deze hoeven dus niet verwijderd te worden. 
- Mobiliseren. Blijf liever niet te veel in bed liggen. U kunt uw armen op geleide van de pijn bewegen. Dus alleen meer bewegen wanneer het geen pijn doet. Tot de eerstvolgende poliafspraak raden wij u aan om niets te forceren. Dus niet zwaar tillen, geen zwaar huishoudelijk werk en niet sporten. U krijgt een folder mee, waarin oefeningen staan ter bevordering van de beweeglijkheid van de schouder. 
- Autorijden/fietsen wordt afgeraden totdat u het stuur weer optimaal kunt hanteren. Probeer uw conditie weer op te bouwen door bijvoorbeeld te gaan wandelen. 
- Polikliniekafspraak. Ongeveer tien tot veertien dagen na de operatie wordt u bij ons op de polikliniek verwacht voor de uitslag van het weefselonderzoek."
4,Allopurinol,Het effect van allopurinol,"Jicht ontstaat bij een te hoog urinezuurgehalte in het bloed. Een acute jichtaanval wordt behandeld met colchicine, ontstekingsremmende pijnstillers of lokale corticosteroïd injecties. Wanneer jichtaanvallen vaker voorkomen, bij gewrichtsschade door jicht en bij aanwezigheid van jichtknobbeltjes (tophi) is een behandeling met urinezuurverlagende medicijnen nodig om in de toekomst aanvallen te voorkomen en schade te beperken. Allopurinol is een medicijn dat de hoeveelheid urinezuur in uw lichaam verlaagt. Als na verloop van tijd het urinezuurgehalte in het lichaam is afgenomen, neemt de kans op nieuwe jichtaanvallen af en zullen eventuele jichtknobbeltjes (tophi) langzaam verdwijnen (kan zes maanden tot meerdere jaren duren). Het is daarvoor belangrijk het middel te blijven innemen in de door de reumatoloog voorgeschreven dosering. Als u het gebruik staakt of het vaak vergeet in te nemen, zullen de jichtaanvallen en eventuele jichtknobbeltjes terugkomen. U zult daarom allopurinol blijvend (levenslang) moeten gebruiken, tenzij u bijwerkingen ervaart of uw reumatoloog u anders adviseert."
16,Afdeling medische psychologie,Het nagesprek,"In het nagesprek worden de resultaten van het onderzoek met u besproken. De resultaten van het testonderzoek worden gerelateerd aan uw klachten, dagelijks functioneren en eventueel aan uw levensgeschiedenis (bij kinderen ontwikkelingsgeschiedenis). Het nagesprek voert u alleen of, in overleg, in aanwezigheid met anderen. Voor kinderen geldt dat tot 12 jaar uw kind niet bij het nagesprek aanwezig is. Is uw kind 12 jaar of ouder dan gebeurt dit in overleg. Vanaf 16 jaar mag uw kind beslissen of u bij het nagesprek aanwezig bent. Soms geeft de duidelijkheid over de oorzaak van de klachten voldoende aangrijpingspunten en is verdere behandeling niet nodig. De psycholoog kan u eventueel adviezen geven hoe u het beste om kunt gaan met de situatie. Vaak volstaan adviezen niet en is verdere behandeling nodig. Afhankelijk van de aard en ernst van de problematiek kan de behandeling vervolgd worden op de afdeling medische psychologie of zal de psycholoog u een voorstel doen voor verwijzing."
51,Anesthesie volwassenen,Na de operatie,"Na de operatie gaat u naar de uitslaapkamer (recovery). Hier worden alle operatiepatiënten bewaakt en begeleid door gespecialiseerde verpleegkundigen. Zo nodig krijgt u door de anesthesioloog medicijnen voorgeschreven. U kunt een slangetje in uw neus hebben. Dit is voor extra zuurstof of om uw maag te ontlasten. Soms wordt zuurstof via een masker gegeven. Wanneer alle controles goed zijn, kunt u naar de verpleegafdeling. De verpleegkundige van de afdeling neemt dan contact op met uw contactpersoon. Bezoek ontvangen op de uitslaapkamer is niet mogelijk. Mocht er na de operatie langer of intensievere bewaking nodig zijn, dan blijft u langer (een aantal uur of een nacht) op de uitslaapkamer of wordt u naar de intensive care (IC) gebracht. Meestal bent u hier al voor de ingreep van op de hoogte gebracht. Wij adviseren u om na het wakker worden af en toe flink in en uit te ademen. Dit is goed voor uw longen."
