,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,LLM Score
27,"Wanneer u vragen heeft over borstvoeding na een operatie is het mogelijk een lactatiekundige (borstvoedingsdeskundige) te spreken. Dit is in ZGT zowel voor als na de operatie mogelijk. Hiervoor kan contact opgenomen worden met de afdeling moeder en kind, zij zullen u verder verwijzen of een afspraak voor u inplannen. Om een afspraak te maken met de lactatieverpleegkundige kunt u bellen met telefoonnummer 088 708 44 51.",Hoe kan ik een afspraak maken met de lactatieverpleegkundige?,Om een afspraak te maken met de lactatieverpleegkundige kunt u bellen met telefoonnummer 088 708 44 51.,0.06451612903225806,0.2903225806451613,90.0
28,"Wanneer u vragen heeft over borstvoeding na een operatie is het mogelijk een lactatiekundige (borstvoedingsdeskundige) te spreken. Dit is in ZGT zowel voor als na de operatie mogelijk. Hiervoor kan contact opgenomen worden met de afdeling moeder en kind, zij zullen u verder verwijzen of een afspraak voor u inplannen. Om een afspraak te maken met de lactatieverpleegkundige kunt u bellen met telefoonnummer 088 708 44 51.",Waar kan ik contact opnemen voor meer informatie over borstvoeding na een operatie?,Voor meer informatie over borstvoeding na een operatie kunt u contact opnemen met de afdeling moeder en kind in ZGT.,0.02857142857142857,0.08108108108108109,100.0
29,"Wanneer u vragen heeft over borstvoeding na een operatie is het mogelijk een lactatiekundige (borstvoedingsdeskundige) te spreken. Dit is in ZGT zowel voor als na de operatie mogelijk. Hiervoor kan contact opgenomen worden met de afdeling moeder en kind, zij zullen u verder verwijzen of een afspraak voor u inplannen. Om een afspraak te maken met de lactatieverpleegkundige kunt u bellen met telefoonnummer 088 708 44 51.",Wat is het telefoonnummer van de afdeling moeder en kind in ZGT?,Het telefoonnummer van de afdeling moeder en kind in ZGT is 088 708 44 51.,0.06060606060606061,0.14705882352941177,90.0
30,"Mocht u nog vragen hebben stel ze dan gerust. U kunt bellen naar het MDL-centrum telefoonnummer, 088 708 70 70.",Waar kan ik terecht met vragen over het doorspoelen van een verstopte voedingssonde?,"U kunt met vragen over het doorspoelen van een verstopte voedingssonde terecht bij het MDL-centrum telefoonnummer, 088 708 70 70.",0.0,0.29411764705882354,95.0
31,"Mocht u nog vragen hebben stel ze dan gerust. U kunt bellen naar het MDL-centrum telefoonnummer, 088 708 70 70.",Is het mogelijk om de verstopping van een voedingssonde zelf op te lossen?,"Ja, u kunt proberen om de verstopping van een voedingssonde zelf op te lossen door het doorspoelen met lauwwarm water. Als dit niet lukt, neem dan contact op met het MDL-centrum telefoonnummer, 088 708 70 70.",0.0,0.22727272727272727,90.0
32,"Mocht u nog vragen hebben stel ze dan gerust. U kunt bellen naar het MDL-centrum telefoonnummer, 088 708 70 70.",Wat moet ik doen als de verstopping van een voedingssonde niet oplost na het doorspoelen?,"Als de verstopping van een voedingssonde niet oplost na het doorspoelen, laat dan lauwwarm water 30 minuten inwerken en herhaal de bovenstaande procedure nogmaals. Als dit ook niet werkt, neem dan contact op met het MDL-centrum telefoonnummer, 088 708 70 70.",0.0,0.17857142857142858,95.0
33,"- ZGT (algemeen nummer): 088 708 78 78 
- Voor zwangeren is onze afdeling verloskunde op locaties Almelo en Hengelo op één centraal nummer bereikbaar: 088 708 44 16",Wat is het algemene nummer van de ZGT?,Het algemene nummer van de ZGT is 088 708 78 78.,0.0,0.13043478260869565,100.0
34,"- ZGT (algemeen nummer): 088 708 78 78 
- Voor zwangeren is onze afdeling verloskunde op locaties Almelo en Hengelo op één centraal nummer bereikbaar: 088 708 44 16",Op welke locaties zijn de afdeling verloskunde van ZGT bereikbaar voor zwangeren?,De afdeling verloskunde van ZGT is op locaties Almelo en Hengelo op één centraal nummer bereikbaar: 088 708 44 16.,0.04,0.5,95.0
35,"- ZGT (algemeen nummer): 088 708 78 78 
- Voor zwangeren is onze afdeling verloskunde op locaties Almelo en Hengelo op één centraal nummer bereikbaar: 088 708 44 16",Wat is het belangrijkste nummer voor zwangeren om de afdeling verloskunde van ZGT te bereiken?,Voor zwangeren is ons afdeling verloskunde op locaties Almelo en Hengelo op één centraal nummer bereikbaar: 088 708 44 16.,0.04,0.5714285714285714,90.0
36,"- ZGT (algemeen nummer): 088 708 78 78 
- Voor zwangeren is onze afdeling verloskunde op locaties Almelo en Hengelo op één centraal nummer bereikbaar: 088 708 44 16",Is de afdeling verloskunde van ZGT op alle locaties bereikbaar voor zwangeren?,De afdeling verloskunde van ZGT is op locaties Almelo en Hengelo op één centraal nummer bereikbaar voor zwangeren: 088 708 44 16.,0.04,0.4166666666666667,100.0
37,"KinderThuisZorg KinderThuisZorg is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 0200 700. Wanneer u belt naar KinderThuisZorg volgt er een keuzemenu. Vervolgens wordt er gevraagd naar uw postcode, waardoor u kan worden doorverbonden met de juiste kinderverpleegkundige uit uw regio. ZGT Almelo, moeder-kind afdeling Neonatologie De afdeling moeder-kind, neonatologie is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 708 4451 Wanneer u met uw kind naar de afdeling komt voor een nieuw infuus, volgt u routenummer 1.2. U kunt u tijdens kantoortijden aanmelden bij de secretaresse. Buiten kantoortijden kunt u gebruik maken van de bel bij de ingang van de afdeling.",Hoe kan ik contact opnemen met KinderThuisZorg?,"U kunt 24 uur per dag, 7 dagen per week contact opnemen met KinderThuisZorg op het telefoonnummer 088 0200 700.",0.0,0.13432835820895522,100.0
38,"KinderThuisZorg KinderThuisZorg is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 0200 700. Wanneer u belt naar KinderThuisZorg volgt er een keuzemenu. Vervolgens wordt er gevraagd naar uw postcode, waardoor u kan worden doorverbonden met de juiste kinderverpleegkundige uit uw regio. ZGT Almelo, moeder-kind afdeling Neonatologie De afdeling moeder-kind, neonatologie is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 708 4451 Wanneer u met uw kind naar de afdeling komt voor een nieuw infuus, volgt u routenummer 1.2. U kunt u tijdens kantoortijden aanmelden bij de secretaresse. Buiten kantoortijden kunt u gebruik maken van de bel bij de ingang van de afdeling.",Kan ik mijn kind aanmelden bij KinderThuisZorg?,"Ja, u kunt uw kind tijdens kantoortijden aanmelden bij de secretaresse. Buiten kantoortijden kunt u gebruik maken van de bel bij de ingang van de afdeling.",0.0,0.1746031746031746,100.0
39,"KinderThuisZorg KinderThuisZorg is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 0200 700. Wanneer u belt naar KinderThuisZorg volgt er een keuzemenu. Vervolgens wordt er gevraagd naar uw postcode, waardoor u kan worden doorverbonden met de juiste kinderverpleegkundige uit uw regio. ZGT Almelo, moeder-kind afdeling Neonatologie De afdeling moeder-kind, neonatologie is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 708 4451 Wanneer u met uw kind naar de afdeling komt voor een nieuw infuus, volgt u routenummer 1.2. U kunt u tijdens kantoortijden aanmelden bij de secretaresse. Buiten kantoortijden kunt u gebruik maken van de bel bij de ingang van de afdeling.",Hoe kom ik in contact met de juiste kinderverpleegkundige?,"Bij het bellen naar KinderThuisZorg wordt er gevraagd naar uw postcode, waardoor u kan worden doorverbonden met de juiste kinderverpleegkundige uit uw regio.",0.015873015873015872,0.09523809523809523,100.0
40,"KinderThuisZorg KinderThuisZorg is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 0200 700. Wanneer u belt naar KinderThuisZorg volgt er een keuzemenu. Vervolgens wordt er gevraagd naar uw postcode, waardoor u kan worden doorverbonden met de juiste kinderverpleegkundige uit uw regio. ZGT Almelo, moeder-kind afdeling Neonatologie De afdeling moeder-kind, neonatologie is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 708 4451 Wanneer u met uw kind naar de afdeling komt voor een nieuw infuus, volgt u routenummer 1.2. U kunt u tijdens kantoortijden aanmelden bij de secretaresse. Buiten kantoortijden kunt u gebruik maken van de bel bij de ingang van de afdeling.",Waar kan ik terecht voor een nieuw infuus voor mijn kind?,"Bij ZGT Almelo, op de afdeling moeder-kind, neonatologie. Tijdens kantoortijden kunt u zich aanmelden bij de secretaresse, buiten kantoortijden kunt u het belsysteem bij de ingang van de afdeling gebruiken.",0.015625,0.13432835820895522,100.0
41,"KinderThuisZorg KinderThuisZorg is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 0200 700. Wanneer u belt naar KinderThuisZorg volgt er een keuzemenu. Vervolgens wordt er gevraagd naar uw postcode, waardoor u kan worden doorverbonden met de juiste kinderverpleegkundige uit uw regio. ZGT Almelo, moeder-kind afdeling Neonatologie De afdeling moeder-kind, neonatologie is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 708 4451 Wanneer u met uw kind naar de afdeling komt voor een nieuw infuus, volgt u routenummer 1.2. U kunt u tijdens kantoortijden aanmelden bij de secretaresse. Buiten kantoortijden kunt u gebruik maken van de bel bij de ingang van de afdeling.",Welk routenummer moet ik volgen als ik mijn kind naar ZGT Almelo breng voor een nieuw infuus?,"U dient routenummer 1.2 te volgen wanneer u met uw kind naar de afdeling moeder-kind, neonatologie komt voor een nieuw infuus.",0.029850746268656716,0.09090909090909091,100.0
42,"Heeft u na het onderzoek nog vragen of dienen zich thuis problemen voor, neem dan contact op met de polikliniek longgeneeskunde. 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van het Hart Long Centrum, telefoonnummer 088 708 33 00. 
- Buiten kantooruren kunt u contact opnemen met de afdeling spoedeisende hulp, telefoonnummer 088 708 78 78",Hoe kan ik contact opnemen met de polikliniek longgeneeskunde?,U kunt tijdens kantooruren contact opnemen met het secretariaat van het Hart Long Centrum op telefoonnummer 088 708 33 00.,0.06451612903225806,0.34375,100.0
43,"Heeft u na het onderzoek nog vragen of dienen zich thuis problemen voor, neem dan contact op met de polikliniek longgeneeskunde. 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van het Hart Long Centrum, telefoonnummer 088 708 33 00. 
- Buiten kantooruren kunt u contact opnemen met de afdeling spoedeisende hulp, telefoonnummer 088 708 78 78",Wat is het telefoonnummer voor contact met de afdeling spoedeisende hulp buiten kantooruren?,U kunt buiten kantooruren contact opnemen met de afdeling spoedeisende hulp op telefoonnummer 088 708 78 78.,0.09090909090909091,0.3125,100.0
44,"Heeft u na het onderzoek nog vragen of dienen zich thuis problemen voor, neem dan contact op met de polikliniek longgeneeskunde. 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van het Hart Long Centrum, telefoonnummer 088 708 33 00. 
- Buiten kantooruren kunt u contact opnemen met de afdeling spoedeisende hulp, telefoonnummer 088 708 78 78",Wat is het telefoonnummer voor het secretariaat van het Hart Long Centrum?,Het telefoonnummer voor het secretariaat van het Hart Long Centrum is 088 708 33 00.,0.0967741935483871,0.1875,100.0
45,"Wij raden u aan om contact op te nemen als er binnen zeven dagen na de afleesdag een reactie op uw rug ontstaat. Neem ook contact met ons op als er ernstige jeukklachten of andere onverwachte reacties ontstaan. Mocht u na het lezen van deze folder nog vragen hebben, neem dan contact op met de polikliniek dermatologie. Telefoonnummer 088 708 53 40. Ziekenhuislocatie Hengelo Telefoonnummer 088 708 31 30. Ziekenhuislocatie Almelo",Wat moet ik doen als ik een reactie krijg op mijn rug na het aflezen van de rug?,U wordt geadviseerd om contact op te nemen als er binnen zeven dagen na afleesdag een reactie op uw rug ontstaat. Neem ook contact met ons op als er ernstige jeukklachten of andere onverwachte reacties ontstaan.,0.0,0.40540540540540543,100.0
46,"Wij raden u aan om contact op te nemen als er binnen zeven dagen na de afleesdag een reactie op uw rug ontstaat. Neem ook contact met ons op als er ernstige jeukklachten of andere onverwachte reacties ontstaan. Mocht u na het lezen van deze folder nog vragen hebben, neem dan contact op met de polikliniek dermatologie. Telefoonnummer 088 708 53 40. Ziekenhuislocatie Hengelo Telefoonnummer 088 708 31 30. Ziekenhuislocatie Almelo",Wat zijn de gevolgen van het niet op tijd reageren op een reactie na het aflezen van de rug?,"Als u niet op tijd reageert op een reactie na het aflezen van de rug, kunnen er ernstige jeukklachten of andere onverwachte reacties ontstaan die mogelijk behandeling vereisen.",0.0,0.09090909090909091,90.0
47,"Wij raden u aan om contact op te nemen als er binnen zeven dagen na de afleesdag een reactie op uw rug ontstaat. Neem ook contact met ons op als er ernstige jeukklachten of andere onverwachte reacties ontstaan. Mocht u na het lezen van deze folder nog vragen hebben, neem dan contact op met de polikliniek dermatologie. Telefoonnummer 088 708 53 40. Ziekenhuislocatie Hengelo Telefoonnummer 088 708 31 30. Ziekenhuislocatie Almelo",Wat moet ik doen als ik na het lezen van deze folder nog vragen heb?,U wordt geadviseerd om contact op te nemen met de polikliniek dermatologie als u na het lezen van deze folder nog vragen heeft. Het telefoonnummer is 088 708 53 40 voor ziekenhuislocatie Hengelo en 088 708 31 30 voor ziekenhuislocatie Almelo.,0.05555555555555555,0.2222222222222222,90.0
48,"Wij raden u aan om contact op te nemen als er binnen zeven dagen na de afleesdag een reactie op uw rug ontstaat. Neem ook contact met ons op als er ernstige jeukklachten of andere onverwachte reacties ontstaan. Mocht u na het lezen van deze folder nog vragen hebben, neem dan contact op met de polikliniek dermatologie. Telefoonnummer 088 708 53 40. Ziekenhuislocatie Hengelo Telefoonnummer 088 708 31 30. Ziekenhuislocatie Almelo",Kan ik de polikliniek dermatologie ook bereiken via e-mail?,Het is niet mogelijk om de polikliniek dermatologie te bereiken via e-mail. U kunt het beste telefonisch contact opnemen met het telefoonnummer 088 708 53 40 voor ziekenhuislocatie Hengelo en 088 708 31 30 voor ziekenhuislocatie Almelo.,0.02564102564102564,0.13725490196078433,80.0
49,"Wij raden u aan om contact op te nemen als er binnen zeven dagen na de afleesdag een reactie op uw rug ontstaat. Neem ook contact met ons op als er ernstige jeukklachten of andere onverwachte reacties ontstaan. Mocht u na het lezen van deze folder nog vragen hebben, neem dan contact op met de polikliniek dermatologie. Telefoonnummer 088 708 53 40. Ziekenhuislocatie Hengelo Telefoonnummer 088 708 31 30. Ziekenhuislocatie Almelo",Wat moet ik doen als ik jeukklachten heb na het aflezen van de rug?,Neem contact op met de polikliniek dermatologie als u ernstige jeukklachten heeft na het aflezen van de rug. Dit kan duiden op een reactie en mogelijk behandeling vereisen.,0.0,0.09090909090909091,90.0
50,"Heeft u vóór of na de controleafspraak op de polikliniek vragen dan kan u tijdens kantooruren contact opnemen met de polikliniek chirurgie, telefoonnummer 088 708 52 33.",Wat is het telefoonnummer van de polikliniek chirurgie?,Het telefoonnummer van de polikliniek chirurgie is 088 708 52 33.,0.06666666666666667,0.25,100.0
51,"Heeft u vóór of na de controleafspraak op de polikliniek vragen dan kan u tijdens kantooruren contact opnemen met de polikliniek chirurgie, telefoonnummer 088 708 52 33.",Wat is de beste manier om contact op te nemen met de polikliniek chirurgie?,De beste manier om contact op te nemen met de polikliniek chirurgie is tijdens kantooruren.,0.05555555555555555,0.10526315789473684,95.0
52,"Heeft u vóór of na de controleafspraak op de polikliniek vragen dan kan u tijdens kantooruren contact opnemen met de polikliniek chirurgie, telefoonnummer 088 708 52 33.",Kan ik vragen stellen voor of na mijn controleafspraak op de polikliniek?,"Ja, u kunt vragen stellen voor of na uw controleafspraak op de polikliniek chirurgie.",0.0625,0.11764705882352941,95.0
53,"Heeft u vóór of na de controleafspraak op de polikliniek vragen dan kan u tijdens kantooruren contact opnemen met de polikliniek chirurgie, telefoonnummer 088 708 52 33.",Hoe kan ik contact opnemen met de polikliniek chirurgie buiten kantooruren?,U kunt contact opnemen met de afdeling chirurgie via het algemene telefoonnummer 088 708 52 33 buiten kantooruren.,0.1875,0.22727272727272727,
