,topic_id,filename,header,section_text,Question,Answer
107,0.0,Endometriose,Zelfhulporganisaties,"Freya, Postbus 476, 6600 AL Wijchen, Email: secretariaat@freya.nl Telefoonnummer: 024 301 03 50 (telefonische bereikbaarheid beperkt) internet: freya.nl Landelijke patiëntenvereniging die vanuit ervaringsdeskundigheid een luisterend oor kan bieden en informatie kan verstrekken aan paren die ongewild kinderloos zijn. Endometriose stichting, internet: endometriose.nl Nederlandse Vereniging van Obstetrie en Gynaecologie (NVOG), internet: nvog.nl/voorlichting",Welke organisatie kan mij ondersteunen bij vragen over endometriose?,De Endometriose Stichting is gespecialiseerd in informatie en ondersteuning voor mensen met endometriose. U kunt contact opnemen via hun website endometriose.nl.
97,0.0,"Gebroken enkel, behandeling",Wanneer neemt u contact op,"Vanwege het gips: Neemt u telefonisch contact op als, ondanks het hoog leggen of hoog houden van uw been: 
- Uw tenen gaan tintelen, dik worden of paarsblauw kleuren; 
- U de tenen niet of nauwelijks kunt bewegen; 
- Het gipsverband pijn veroorzaakt of knelt (pijn op de plaats van de breuk is meestal niet verontrustend); 
- Uw gips gebroken is; 
- Uw gips nat of slap geworden is. Vanwege de operatie: 
- Als de wond gaat lekken; 
- Als u niet meer op het been kunt staan, terwijl dit van tevoren nog goed mogelijk was; 
- Bij koorts hoger dan 38,5 ℃.",Wanneer moet ik contact opnemen vanwege het gips?,"U moet telefonisch contact opnemen als uw tenen gaan tintelen, dik worden of paarsblauw kleuren, als u de tenen niet of nauwelijks kunt bewegen, als het gipsverband pijn veroorzaakt of knelt, als uw gips gebroken is, of als uw gips nat of slap geworden is."
106,0.0,Hartrevalidatie cardiologie,Vragen,Voor vragen zijn wij op werkdagen van 8.00 - 12.00 uur en van 13.00 - 16.30 uur telefonisch bereikbaar op 088 708 33 00. Of per e-mail: hartrevalidatie@zgt.nl Vermeld in de e-mail uw achternaam en geboortedatum.,Welke informatie moet ik vermelden in mijn e-mail bij het stellen van vragen over hartrevalidatie en cardiologie?,"Vermeld uw achternaam en geboortedatum in de e-mail, zodat we u beter van dienst kunnen zijn."
564,0.0,Holterdagboek,Vragen,"Heeft u na het lezen van deze folder nog vragen over het onderzoek, stel ze dan gerust. De medewerkers van de afdeling cardiologie beantwoorden ze graag. U kunt hen op werkdagen van 8:00uur tot 12:00 uur en van 13:00 tot 16:30 uur bereiken op 088 708 33 00. U kunt ons ook mailen: cardiologie@zgt.nl Check uw dossier op MijnZGT MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer info op: www.zgt.nl/mijnzgt",Welke afdeling beantwoordt mijn vragen over het Holterdagboek?,De medewerkers van de afdeling cardiologie beantwoorden uw vragen over het Holterdagboek.
119,0.0,"Lymfoedeem, het voorkomen van",Vragen,Tijdens kantooruren kunt u contact opnemen met de Borstkliniek Oost-Nederland. Telefoonnummer: 088 708 52 32 of per e-mail: mammapoli@zgt.nl.,Wat is lymfoedeem en hoe kan het voorkomen worden?,Lymfoedeem is een zwelling van het lichaamsdeel als gevolg van een onvoldoende functionerend lymfesysteem. Het voorkomen van lymfoedeem kan onder andere door het dagelijks dragen van een elastische armkous en het vermijden van activiteiten die de zwelling kunnen verergeren.
152,0.0,Male sling,Wanneer neemt u contact op?,"- Als u niet of slecht kunt (uit)plassen; 
- Als u koorts boven de 38.5° C krijgt; 
- Als de wond rood wordt, dik en gespannen aanvoelt.",Wanneer neemt u contact op?,"U dient contact op te nemen als u niet of slecht kunt (uit)plassen, koorts boven de 38.5° C krijgt, of als de wond rood wordt, dik en gespannen aanvoelt."
157,0.0,Negatieve-_ Vacuüm druktherapie,Vragen,Heeft u vragen over de huidige therapie of problemen dan kunt u 24 uur per dag contact opnemen met de wondverpleegkundige van de thuiszorgorganisatie. De wijze van hoe u contact op kan nemen wordt aangereikt bij het eerste contact door wondverpleegkundige van de betreffende thuiszorgorganisatie.,Welke specifieke termen en benamingen moet ik gebruiken bij het doen van vragen over de huidige therapie?,"Bij het genereren van vragen over de huidige therapie, gebruik specifieke termen en benamingen uit het document in plaats van algemene termen zoals 'dit onderzoek' of 'die procedure'. Dit zorgt voor nauwkeurigheid en duidelijkheid in de vragen."
150,0.0,"Operatie vanwege een afsluiting van de liesslagader (TEA, endarteriëctomie)",Contact opnemen,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt neem dan contact op met het ziekenhuis. 
- koorts (38,5oC of hoger) 
- warme rode wond 
- hevige pijn in het been en/of de voet 
- acute zwelling van het been 
- wanneer er vocht uit uw wond komt kunt u eerst https://www.thuisarts.nl/wonden/er- komt-vocht-uit-mijn-wond raadplegen. 
- komt u er niet uit neem dan contact met ons op Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie ZGT, telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u bellen met de spoedeisende hulp, telefoonnummer 088 708 78 78.",Wat moet u doen als er vocht uit uw wond komt?,"Als er vocht uit uw wond komt, kunt u eerst https://www.thuisarts.nl/wonden/er- komt-vocht-uit-mijn-wond raadplegen. Als u er niet uitkomt, neem dan contact op met het ziekenhuis."
115,0.0,Opname kind- en tienerafdeling,Polikliniek kindergeneeskunde,Telefoonnummer 088 708 31 20. De polikliniek kindergeneeskunde grenst aan de kind- en tienerafdeling en staat daar mee in verbinding. Te vinden op routenummer 0.11.,Wat is de afstand tussen de polikliniek kindergeneeskunde en de kind- en tienerafdeling?,De polikliniek kindergeneeskunde grenst aan de kind- en tienerafdeling en staat daar mee in verbinding.
579,0.0,Patiëntenportaal KNO,Contact,"Heeft u vragen over het gebruiken van het patiëntenportaal MijnZGT? Neem dan contact op met ZGT, polikliniek keel-neus- oorheelkunde, telefoonnummer 088 708 33 50 (tijdens kantooruren)",Kan ik buiten kantooruren contact opnemen met ZGT voor vragen over het patiëntenportaal MijnZGT?,"Nee, u kunt alleen tijdens kantooruren contact opnemen met ZGT voor vragen over het patiëntenportaal MijnZGT."
554,0.0,"Patiëntenportaal, polikliniek dermatologie",Ziekenhuislocatie Almelo,route 0.9 telefoonnummer: 088 708 31 30.,Wat is de route naar de polikliniek dermatologie in Almelo?,De route naar de polikliniek dermatologie in Almelo is route 0.9.
566,0.0,Polikliniek kindergeneeskunde,Bereikbaarheid van de polikliniek,"De polikliniek kindergeneeskunde is op werkdagen bereikbaar van 08.30 tot 16.30 uur, voor het maken van vervolgafspraken en het stellen van telefonische vragen. U kunt ook vragen stellen via e-mail: kinderartsen@zgt.nl.",Op welke dagen is de polikliniek kindergeneeskunde gesloten?,De polikliniek kindergeneeskunde is gesloten op feestdagen en in het weekend.
131,0.0,Poliklinische revalidatiebehandeling,Ziekenhuislocatie Hengelo,Polikliniek revalidatie: 088 708 33 10 Routenummer 0.15 Fysio-/ergotherapie: 088 708 52 00 Routenummer 0.15 Logopedie: 088 708 32 10 Routenummer 2.11 Maatschappelijk werk: 088 708 39 23 Routenummer 2.11 Psychologie: 088 708 53 11 Routenummer 3.14,Wat is het routenummer voor fysio-/ergotherapie?,Het routenummer voor fysio-/ergotherapie is 0.15.
558,0.0,Proctitis,Tot slot,"Als u na het lezen van deze folder nog vragen heeft kunt u contact opnemen met de verpleegkundig specialist MDL. U kunt bellen naar het MDL-centrum, telefoonnummer 088 708 70 70.",Wat is proctitis?,Proctitis is een ontsteking van het slijmvlies van de endeldarm.
172,0.0,"Schisis, lipsluiting",Victor Veau stichting,Telefoonnummer 06 30 37 73 65 E-mail: secretariaat@schisis-team.nl. Kijk voor meer informatie ook op: schisis-team.nl.,Wat is het telefoonnummer van de Victor Veau stichting?,Het telefoonnummer van de Victor Veau stichting is 06 30 37 73 65.
164,0.0,Sneller herstel programma longchirurgie,Na ontslag,"Heeft u klachten of vragen dan kan u contact opnemen met verpleegkundig specialist longoncologie tijdens kantooruren: 088 708 3300 Buiten kantooruren: als vragen heeft en/of klachten die niet kunnen wachten tot de volgende dag, dan kan u contact opnemen met de longafdeling 3 Zuid 088 708 3510",Hoe kan ik een sneller herstel na longchirurgie bereiken?,Het sneller herstel programma longchirurgie kan u helpen om sneller te herstellen na een longoperatie. Dit programma is bedoeld om uw lichamelijk en geestelijk herstel te bevorderen. Het is belangrijk om na uw ontslag klachten en vragen te bespreken. U kunt tijdens kantooruren contact opnemen met de verpleegkundig specialist longoncologie op telefoonnummer 088 708 3300. Buiten kantooruren kunt u contact opnemen met de longafdeling 3 Zuid op telefoonnummer 088 708 3510.
147,0.0,Snurkscopie,Tot slot,"Voor meer informatie over snurken en slaapproblemen kunt u op werkdagen contact met ons opnemen. Wij staan u graag te woord. Polikliniek KNO-heelkunde, telefoonnummer 088 708 33 50. Polikliniek KNO-heelkunde is onderdeel van het slaapcentrum.",Wat is Polikliniek KNO-heelkunde?,Polikliniek KNO-heelkunde is onderdeel van het slaapcentrum.
174,0.0,Somatische polikliniek,Ten slotte,"Wij hopen u via deze folder voldoende te hebben geïnformeerd. Mocht u nog vragen hebben, dan kunt u contact opnemen met de verpleegkundige van de somatische polikliniek: Joke van Vianen. Bereikbaar via: ZGT ziekenhuislocatie Almelo, 088 708 31 10.",Waar is de somatische polikliniek gevestigd?,De somatische polikliniek is gevestigd in het ZGT ziekenhuislocatie in Almelo.
102,0.0,TOPOP,Telefoonnummers,Polikliniek verloskunde: 088 708 4416 Polikliniek psychiatrie: 088 708 3110 Polikliniek medisch maatschappelijk werk: 088 708 3923,Welke afdelingen zijn beschikbaar op de polikliniek?,"Op de polikliniek zijn verloskunde, psychiatrie en medisch maatschappelijk werk beschikbaar."
101,0.0,Thuistoediening chemokuur 5 FU,Vragen,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT via polikliniek interne geneeskunde. Telefoonnummer: 088 708 70 75",Is het mogelijk om de medicatie voor thuistoediening te ontvangen als ik ver weg woon van ZGT?,"Ja, het is mogelijk om de medicatie voor thuistoediening te ontvangen, zelfs als u ver weg woont van ZGT. De medicatie kan naar u worden opgestuurd zodat u deze kunt toedienen in uw eigen huis."
550,0.0,Urolift,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de urologen, telefoonnummer 088 708 33 90. 
- Buiten kantooruren kunt u contact opnemen met de afdeling A1, telefoonnummer 088 708 55 13.",Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor?,"Indien u na de operatie thuis nog vragen heeft of problemen ondervindt, kunt u als volgt contact opnemen met het ziekenhuis."
555,0.0,Wie zorgt er voor mij,Vragen,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT via het telefoonnummer 088 708 78 78 Of via één van onderstaande telefoonnummers. Gastro- enterologische en oncologische chirurgie: 088 708 52 31 Mammachirugie: 088 708 52 32 Traumachirurgie: 088 708 52 33 Vaatchirurgie: 088 708 52 43",Waarvoor kan het telefoonnummer voor de afdeling Mammachirurgie worden gebruikt?,U kunt het telefoonnummer voor de afdeling Mammachirurgie gebruiken voor vragen over deze folder.
138,0.0,Zorgmachtiging vanuit Wet verplichte Geestelijke gezondheidzorg (WvGGZ),Tenslotte,"Wij hopen u door middel van deze folder voldoende geïnformeerd te hebben. Voor vragen kunt u altijd contact opnemen met het buro Verplichte Zorg, telefoonnummer 088-708 31 50.",Waar kunt u terecht met vragen over de WvGGZ?,U kunt terecht bij het buro Verplichte Zorg voor vragen over de WvGGZ.
19,12.0,(Langdurig) gebroken vliezen,De functie van het vruchtwater,"Het vruchtwater maakt onder andere groei en beweging mogelijk van de baby, net zoals adembewegingen, drinken en slikken. Als de vliezen zijn gebroken, is er minder vruchtwater aanwezig.",Wat is de functie van het vruchtwater?,"De functie van het vruchtwater is onder andere om groei en beweging mogelijk te maken voor de baby, en voor adembewegingen, drinken en slikken."
382,12.0,Borstvoeding en diabetes mellitus,Links en meer informatie,"ZGT.nl Verloskunde voorlichting: 
- ‘Borstvoeding’ 
- ‘Afkolven van moedermelk’ 
- ‘Lactatiekundige’ 
- ‘Donormoedermelk’",Wat is een lactatiekundige?,Een lactatiekundige is een specialist op het gebied van borstvoeding en kan advies geven over alle aspecten van borstvoeding.
399,12.0,Borstvoeding,Aangeboren reflexen,"Een gezonde voldragen baby wordt geboren met een aantal reflexen die gericht zijn op het vinden van voedsel waaronder de zoek, hap- en zuigreflex. Als de baby iets voelt op het gezicht of rond de mond, zoekt het de tepel. Strijkt u langs de lippen, dan zal het de mond wijd opendoen en de tong uitsteken. Als het de mond wijd open heeft, brengt u de baby naar de borst door de arm waarmee u uw baby ondersteunt, naar u toe te trekken. Wanneer de reflexen bij uw baby nog niet voldoende aanwezig zijn raden wij u huid-op huidcontact met uw baby aan. In een aantal gevallen gaat de baby dan instinctief zoeken. Het kan helpen om de baby verticaal op uw borst te leggen zodat hij met het hoofd omhoog moet happen.",Wat zijn de aangeboren reflexen van een pasgeboren baby?,"Een gezonde voldragen baby wordt geboren met een aantal reflexen die gericht zijn op het vinden van voedsel waaronder de zoek, hap- en zuigreflex."
383,12.0,Borstvoeding,Bijvoeden,"Een gezonde, op tijd geboren baby heeft geen extra voeding naast de borstvoeding nodig in de eerste zes maanden. Bijvoeding met water of kunstvoeding verstoort het evenwicht tussen vraag en aanbod, waardoor de borstvoeding minder snel op gang komt of zelfs terugloopt. Zelfs bij warm weer heeft een baby geen extra water nodig. Uw baby zal waarschijnlijk vaker om een voeding vragen. Soms is het medisch noodzakelijk om bij te voeden. Geef eerst beide borsten en daarna afgekolfde melk of kunstmatige zuigelingenvoeding. Bij voorkeur met de sonde aan de borst of door middel van therapeutisch flesvoeden in zijligging.","Heeft een gezonde, op tijd geboren baby extra voeding nodig in de eerste zes maanden?","Nee, een gezonde, op tijd geboren baby heeft geen extra voeding naast borstvoeding nodig in de eerste zes maanden."
390,12.0,Borstvoeding,Regeldagen,"Het kan gebeuren dat uw baby ineens niet meer tevreden is na een voeding. U merkt dat uw baby steeds vaker om een voeding vraagt. Rond de tien dagen, zes weken en drie maanden zijn bekende tijdstippen voor regeldagen, maar deze kunnen ook op andere tijden voorkomen. Door twee borsten aan te bieden en vaker te voeden, overdag om de twee uur en ‘s nachts als de baby wakker wordt, gaat u automatisch meer melk produceren. Binnen enkele dagen heeft u weer voldoende melk om uw kindje tevreden te stellen. Ook wanneer u veel melk heeft, kan uw baby regeldagen hebben. Soms hebben de regeldagen alleen met de groeispurt te maken.",Wat kan er gebeuren ondanks dat u veel melk heeft?,"Zelfs als u veel melk heeft, kan uw baby nog steeds regeldagen hebben."
