,topic_id,filename,header,section_text,Document,Context Entities,Question,Answer,Fact
14,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Bij wie kunt u terecht als u na het lezen van de folder nog vragen heeft?,U kunt contact opnemen met de diëtist van ZGT. Zij beantwoordt graag uw vragen.,"{'entityType': 'Phone', 'value': '+31887083220'}"
15,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Heeft u na het lezen van deze folder nog vragen?,Neem dan gerust contact op met de diëtist.,"{'entityType': 'Email', 'value': 'dietisten@zgt.nl'}"
16,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Wie kan mijn vragen beantwoorden?,De diëtist is beschikbaar om uw vragen te beantwoorden.,"{'entityType': 'Email', 'value': 'dietisten@zgt.nl'}"
17,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Op welke afdeling is de diëtist te vinden?,De diëtist is te vinden op de afdeling diëtetiek.,"{'entityType': 'Email', 'value': 'dietisten@zgt.nl'}"
18,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Wat is het telefoonnummer van de diëtist?,Het telefoonnummer van de diëtist is 088 708 32 20.,"{'entityType': 'Email', 'value': 'dietisten@zgt.nl'}"
19,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Wanneer is de diëtist bereikbaar?,De diëtist is bereikbaar op werkdagen van 8.30 - 12.30 uur.,"{'entityType': 'Email', 'value': 'dietisten@zgt.nl'}"
20,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Heeft u na het lezen van deze folder nog vragen?,"Ja, ik heb een vraag over gemalen voeding.","{'entityType': 'Phone', 'value': '+31887083220'}"
21,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Met wie kan ik contact opnemen voor vragen over gemalen voeding?,U kunt contact opnemen met de diëtist van de afdeling diëtetiek.,"{'entityType': 'Phone', 'value': '+31887083220'}"
22,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Wat is het telefoonnummer van de diëtist van de afdeling diëtetiek?,Het telefoonnummer van de diëtist is 088 708 32 20.,"{'entityType': 'Phone', 'value': '+31887083220'}"
23,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Op welke dagen en tijden is de diëtist bereikbaar?,De diëtist is bereikbaar op werkdagen van 8.30 – 12.30 uur.,"{'entityType': 'Phone', 'value': '+31887083220'}"
24,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Wat is het e-mailadres van de diëtist?,Het e-mailadres van de diëtist is dietisten@zgt.nl.,"{'entityType': 'Phone', 'value': '+31887083220'}"
25,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Heeft u na het lezen van deze folder nog vragen?,"Ja, u kunt contact opnemen met de diëtist.","{'entityType': 'Email', 'value': 'dietisten@zgt.nl'}"
26,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,55.0: Gemalen voeding: Vragen: Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,"[{'entityType': 'Phone', 'value': '+31887083220'}, {'entityType': 'Email', 'value': 'dietisten@zgt.nl'}, {'entityType': 'ORG', 'value': 'ZGT'}, {'entityType': 'ORG', 'value': 'zgt.nl'}]",Met wie kunt u contact opnemen voor vragen?,U kunt contact opnemen met de diëtist.,"{'entityType': 'Email', 'value': 'dietisten@zgt.nl'}"
